sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_laboratory,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_supplementary_file_3,sample_supplementary_file_4,sample_series_id,sample_data_row_count,big_key,tissue,cell_type,treatment,assembly,supplementary_files_format_and_content,biosample,sra
ohs_s3atac_2_s3_o2_,,,,,,,OHS s3atac 2 (s3 O2),GSM7102985,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,PBMC,Homo sapiens,9606,genomic DNA,"The PBMC pellet was thawed and suspended in NIB-HEPES prior to Dounce homogenization., s3-ATAC was then performed as described previously (Mulqueen et al. 2021). Briefly, nuclei were flow sorted via a Sony SH800 to remove debris and attain an accurate count per well before PCR in 1x TD buffer. Immediately following sorting completion, the plate was sealed and spun down for 5 min at 500 r.c.f. and 4  °C to ensure nuclei were within the buffer. Nucleosomes and remaining transposases were then dena ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL30173,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,NextSeq 2000,other,genomic,ATAC-seq,GSM7102985,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102985/suppl/GSM7102985_OHS_s3atac_2.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102985/suppl/GSM7102985_OHS_s3atac_2.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102985/suppl/GSM7102985_OHS_s3atac_2.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102985/suppl/GSM7102985_OHS_s3atac_2.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19740752,PBMC,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33843939,https://www.ncbi.nlm.nih.gov/sra?term=SRX19740752
cna_10xmultiome_1_mo_c1_,,,,,,,CNA 10xmultiome 1 (MO C1),GSM7102986,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were purchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10% ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL24676,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7102986,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102986/suppl/GSM7102986_CNA_10xmultiome_1.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102986/suppl/GSM7102986_CNA_10xmultiome_1.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102986/suppl/GSM7102986_CNA_10xmultiome_1.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102986/suppl/GSM7102986_CNA_10xmultiome_1.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX20210642,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN34571555,https://www.ncbi.nlm.nih.gov/sra?term=SRX20210642
cna_10xmultiome_2_mo_c2_,,,,,,,CNA 10xmultiome 2 (MO C2),GSM7102987,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were purchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10% ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL24676,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7102987,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102987/suppl/GSM7102987_CNA_10xmultiome_2.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102987/suppl/GSM7102987_CNA_10xmultiome_2.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102987/suppl/GSM7102987_CNA_10xmultiome_2.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102987/suppl/GSM7102987_CNA_10xmultiome_2.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX20210643,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN34571554,https://www.ncbi.nlm.nih.gov/sra?term=SRX20210643
san_10xmultiome_1_mo_sa1_,,,,,,,SAN 10xmultiome 1 (MO Sa1),GSM7102988,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were purchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10% ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL24676,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7102988,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102988/suppl/GSM7102988_SAN_10xmultiome_1.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102988/suppl/GSM7102988_SAN_10xmultiome_1.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102988/suppl/GSM7102988_SAN_10xmultiome_1.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102988/suppl/GSM7102988_SAN_10xmultiome_1.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX20210644,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN34571553,https://www.ncbi.nlm.nih.gov/sra?term=SRX20210644
san_10xmultiome_2_mo_sa2_,,,,,,,SAN 10xmultiome 2 (MO Sa2),GSM7102989,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were purchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10% ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL24676,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7102989,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102989/suppl/GSM7102989_SAN_10xmultiome_2.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102989/suppl/GSM7102989_SAN_10xmultiome_2.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102989/suppl/GSM7102989_SAN_10xmultiome_2.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102989/suppl/GSM7102989_SAN_10xmultiome_2.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX20210645,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN34571552,https://www.ncbi.nlm.nih.gov/sra?term=SRX20210645
vib_10xmultiome_1_mo_v1_,,,,,,,VIB 10xmultiome 1 (MO V1),GSM7102990,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were purchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10% ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL30173,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,NextSeq 2000,other,genomic,ATAC-seq,GSM7102990,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102990/suppl/GSM7102990_VIB_10xmultiome_1.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102990/suppl/GSM7102990_VIB_10xmultiome_1.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102990/suppl/GSM7102990_VIB_10xmultiome_1.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102990/suppl/GSM7102990_VIB_10xmultiome_1.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX20210646,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN34571551,https://www.ncbi.nlm.nih.gov/sra?term=SRX20210646
vib_10xmultiome_2_mo_v2_,,,,,,,VIB 10xmultiome 2 (MO V2),GSM7102991,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were purchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10% ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL30173,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,NextSeq 2000,other,genomic,ATAC-seq,GSM7102991,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102991/suppl/GSM7102991_VIB_10xmultiome_2.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102991/suppl/GSM7102991_VIB_10xmultiome_2.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102991/suppl/GSM7102991_VIB_10xmultiome_2.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102991/suppl/GSM7102991_VIB_10xmultiome_2.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX20210647,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN34571550,https://www.ncbi.nlm.nih.gov/sra?term=SRX20210647
cna_10xmultiome_1_rna_mo_c1_,,,,,,,CNA 10xmultiome 1 RNA (MO C1),GSM7102992,Public on May 22 2023,Mar 17 2023,Nov 16 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,polyA RNA,"Cryopreserved human PBMCs from a male and female donor were purchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10% ...","Raw sequencing reads were processed to aligned reads and count matrices using cellranger-arc with standard 10x GRCh38 index. Unfiltered count matrices were converted to h5ad format using scanpy., Supplementary files format and content:",GPL24676,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM7102992,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102992/suppl/GSM7102992_CNA_10xmultiome_1-outs-raw_feature_bc_matrix-matrix.h5ad.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102992/suppl/GSM7102992_CNA_10xmultiome_1.barcodes.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102992/suppl/GSM7102992_CNA_10xmultiome_1.features.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102992/suppl/GSM7102992_CNA_10xmultiome_1.matrix.mtx.gz,GSE194028,0,SRX20233657,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN34718972,https://www.ncbi.nlm.nih.gov/sra?term=SRX20233657
cna_10xmultiome_2_rna_mo_c2_,,,,,,,CNA 10xmultiome 2 RNA (MO C2),GSM7102993,Public on May 22 2023,Mar 17 2023,Nov 16 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,polyA RNA,"Cryopreserved human PBMCs from a male and female donor were purchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10% ...","Raw sequencing reads were processed to aligned reads and count matrices using cellranger-arc with standard 10x GRCh38 index. Unfiltered count matrices were converted to h5ad format using scanpy., Supplementary files format and content:",GPL24676,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM7102993,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102993/suppl/GSM7102993_CNA_10xmultiome_2-outs-raw_feature_bc_matrix-matrix.h5ad.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102993/suppl/GSM7102993_CNA_10xmultiome_2.barcodes.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102993/suppl/GSM7102993_CNA_10xmultiome_2.features.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102993/suppl/GSM7102993_CNA_10xmultiome_2.matrix.mtx.gz,GSE194028,0,SRX20233658,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN34718971,https://www.ncbi.nlm.nih.gov/sra?term=SRX20233658
san_10xmultiome_1_rna_mo_sa1_,,,,,,,SAN 10xmultiome 1 RNA (MO Sa1),GSM7102994,Public on May 22 2023,Mar 17 2023,Nov 16 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,polyA RNA,"Cryopreserved human PBMCs from a male and female donor were purchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10% ...","Raw sequencing reads were processed to aligned reads and count matrices using cellranger-arc with standard 10x GRCh38 index. Unfiltered count matrices were converted to h5ad format using scanpy., Supplementary files format and content:",GPL24676,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM7102994,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102994/suppl/GSM7102994_SAN_10xmultiome_1-outs-raw_feature_bc_matrix-matrix.h5ad.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102994/suppl/GSM7102994_SAN_10xmultiome_1.barcodes.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102994/suppl/GSM7102994_SAN_10xmultiome_1.features.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102994/suppl/GSM7102994_SAN_10xmultiome_1.matrix.mtx.gz,GSE194028,0,SRX20233659,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN34718970,https://www.ncbi.nlm.nih.gov/sra?term=SRX20233659
