sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_phone,sample_contact_laboratory,sample_contact_department,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,strain,surface_markers,tissue,genome_build,supplementary_files_format_and_content,biosample,sra
chopp60_donor3_mix_replicate1,,,,,,,Chopp60: Donor3_mix_replicate1,GSM4761094,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Homo sapiens,9606,total RNA,"Single Cell NextGem 5' chemistry from 10X genomics, Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v3.1) software to produce the fastqfiles, The fastq files are processed throgh the cellranger count to get differential expression counts.",GPL18573,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4761094,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761094/suppl/GSM4761094_Donor3_rep1_raw_feature_bc_matrix.h5,,"GSE148978, GSE148981",0,SRX9053374,,,Thymus,hg38,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960691,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053374
chopp61_donor3_mix_replicate2,,,,,,,Chopp61: Donor3__mix_replicate2,GSM4761095,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Homo sapiens,9606,total RNA,"Single Cell NextGem 5' chemistry from 10X genomics, Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v3.1) software to produce the fastqfiles, The fastq files are processed throgh the cellranger count to get differential expression counts.",GPL18573,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4761095,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761095/suppl/GSM4761095_Donor3_rep2_raw_feature_bc_matrix.h5,,"GSE148978, GSE148981",0,SRX9053375,,,Thymus,hg38,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960690,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053375
chopp62_donor4_mix,,,,,,,Chopp62: Donor4_mix,GSM4761096,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Homo sapiens,9606,total RNA,"Single Cell NextGem 5' chemistry from 10X genomics, Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v3.1) software to produce the fastqfiles, The fastq files are processed throgh the cellranger count to get differential expression counts.",GPL18573,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4761096,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761096/suppl/GSM4761096_Donor4_Mixture_raw_feature_bc_matrix.h5,,"GSE148978, GSE148981",0,SRX9053376,,,Thymus,hg38,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960689,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053376
chopp63_donor4_cd4sp,,,,,,,Chopp63: Donor4_CD4SP,GSM4761097,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Homo sapiens,9606,total RNA,"Single Cell NextGem 5' chemistry from 10X genomics, Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v3.1) software to produce the fastqfiles, The fastq files are processed throgh the cellranger count to get differential expression counts.",GPL18573,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4761097,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761097/suppl/GSM4761097_Donor4_CD4SP_raw_feature_bc_matrix.h5,,"GSE148978, GSE148981",0,SRX9053377,,,Thymus,hg38,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960688,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053377
chopp64_donor4_cd8sp,,,,,,,Chopp64: Donor4_CD8SP,GSM4761098,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Homo sapiens,9606,total RNA,"Single Cell NextGem 5' chemistry from 10X genomics, Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v3.1) software to produce the fastqfiles, The fastq files are processed throgh the cellranger count to get differential expression counts.",GPL18573,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4761098,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761098/suppl/GSM4761098_Donor4_CD8SP_raw_feature_bc_matrix.h5,,"GSE148978, GSE148981",0,SRX9053378,,,Thymus,hg38,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960687,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053378
chopp65_donor5_mix,,,,,,,Chopp65: Donor5_mix,GSM4761099,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Homo sapiens,9606,total RNA,"Single Cell NextGem 5' chemistry from 10X genomics, Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v3.1) software to produce the fastqfiles, The fastq files are processed throgh the cellranger count to get differential expression counts.",GPL18573,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4761099,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761099/suppl/GSM4761099_Donor5_Mixture_raw_feature_bc_matrix.h5,,"GSE148978, GSE148981",0,SRX9053379,,,Thymus,hg38,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960686,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053379
chopp66_donor5_cd4sp,,,,,,,Chopp66: Donor5_CD4SP,GSM4761100,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Homo sapiens,9606,total RNA,"Single Cell NextGem 5' chemistry from 10X genomics, Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v3.1) software to produce the fastqfiles, The fastq files are processed throgh the cellranger count to get differential expression counts.",GPL18573,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4761100,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761100/suppl/GSM4761100_Donor5_CD4SP_raw_feature_bc_matrix.h5,,"GSE148978, GSE148981",0,SRX9053380,,,Thymus,hg38,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960685,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053380
chopp67_donor5_cd8sp,,,,,,,Chopp67: Donor5_CD8SP,GSM4761101,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Homo sapiens,9606,total RNA,"Single Cell NextGem 5' chemistry from 10X genomics, Libraries were pooled and sequenced with paired-end reads of 26x98bp or 26x57bp on a NextSeq500 sequencer (Illumina)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scRNA samples are run through cellranger (v3.1) software to produce the fastqfiles, The fastq files are processed throgh the cellranger count to get differential expression counts.",GPL18573,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,GSM4761101,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761101/suppl/GSM4761101_Donor5_CD8SP_raw_feature_bc_matrix.h5,,"GSE148978, GSE148981",0,SRX9053381,,,Thymus,hg38,h5,https://www.ncbi.nlm.nih.gov/biosample/SAMN15960683,https://www.ncbi.nlm.nih.gov/sra?term=SRX9053381
chopp68_b2m_deficient_replicate1,,,,,,,Chopp68: B2m_deficient_replicate1,GSM4761159,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"Nuclei were isolated following the recommended protocol from 10X Genomics. Transposition and scATACseq capture was performed with the 10X Chromium Single Cell ATAC Solution (v1.0) , following the manufacturer's recommended protocol, Libraries were run on a NextSeq500, Parameters:50bp (Read1), 8bp (Index1), 16bp (Index2), 50bp (Read2), Indexing 2 samples (SCAF1016_II, SI-NA-G5; SCAF1017_B, SI-NA-G6)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scATAC samples are run through cellranger ATAC (v1.0) software to produce the fastqfiles, The fastq files are processed through cellranger, including alignment, identification of cut sites, and peak calling.",GPL19057,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4761159,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761159/suppl/GSM4761159_B2MKO_replicate1_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761159/suppl/GSM4761159_B2MKO_replicate1_fragments.tsv.gz.tbi.gz,"GSE148979, GSE148981",0,SRX9054514,B2m-/-,,Thymus,mm10,raw_peak_bc_matrix.h5: Raw peak barcode matrixfragments.tsv: Fragment filefragments.tsv.gz.tbi: Fragment file indexsinglecell.csv: Metadata,https://www.ncbi.nlm.nih.gov/biosample/SAMN15961318,https://www.ncbi.nlm.nih.gov/sra?term=SRX9054514
chopp69_mhcii_deficient_replicate1,,,,,,,Chopp69: MHCII_deficient_replicate1,GSM4761160,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"Nuclei were isolated following the recommended protocol from 10X Genomics. Transposition and scATACseq capture was performed with the 10X Chromium Single Cell ATAC Solution (v1.0) , following the manufacturer's recommended protocol, Libraries were run on a NextSeq500, Parameters:50bp (Read1), 8bp (Index1), 16bp (Index2), 50bp (Read2), Indexing 2 samples (SCAF1016_II, SI-NA-G5; SCAF1017_B, SI-NA-G6)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scATAC samples are run through cellranger ATAC (v1.0) software to produce the fastqfiles, The fastq files are processed through cellranger, including alignment, identification of cut sites, and peak calling.",GPL19057,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4761160,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761160/suppl/GSM4761160_IIKO_replicate1_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761160/suppl/GSM4761160_IIKO_replicate1_fragments.tsv.gz.tbi.gz,"GSE148979, GSE148981",0,SRX9054515,IAB-/-,,Thymus,mm10,raw_peak_bc_matrix.h5: Raw peak barcode matrixfragments.tsv: Fragment filefragments.tsv.gz.tbi: Fragment file indexsinglecell.csv: Metadata,https://www.ncbi.nlm.nih.gov/biosample/SAMN15961317,https://www.ncbi.nlm.nih.gov/sra?term=SRX9054515
chopp70_b2m_deficient_replicate2,,,,,,,Chopp70: B2m_deficient_replicate2,GSM4761161,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"Nuclei were isolated following the recommended protocol from 10X Genomics. Transposition and scATACseq capture was performed with the 10X Chromium Single Cell ATAC Solution (v1.0) , following the manufacturer's recommended protocol, Libraries were run on a NextSeq500, Parameters:50bp (Read1), 8bp (Index1), 16bp (Index2), 50bp (Read2), Indexing 2 samples (SCAF1016_II, SI-NA-G5; SCAF1017_B, SI-NA-G6)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scATAC samples are run through cellranger ATAC (v1.0) software to produce the fastqfiles, The fastq files are processed through cellranger, including alignment, identification of cut sites, and peak calling.",GPL19057,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4761161,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761161/suppl/GSM4761161_B2MKO_replicate2_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761161/suppl/GSM4761161_B2MKO_replicate2_fragments.tsv.gz.tbi.gz,"GSE148979, GSE148981",0,SRX9054516,B2m-/-,,Thymus,mm10,raw_peak_bc_matrix.h5: Raw peak barcode matrixfragments.tsv: Fragment filefragments.tsv.gz.tbi: Fragment file indexsinglecell.csv: Metadata,https://www.ncbi.nlm.nih.gov/biosample/SAMN15961315,https://www.ncbi.nlm.nih.gov/sra?term=SRX9054516
chopp71_mhcii_deficient_replicate2,,,,,,,Chopp71: MHCII_deficient_replicate2,GSM4761162,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"Nuclei were isolated following the recommended protocol from 10X Genomics. Transposition and scATACseq capture was performed with the 10X Chromium Single Cell ATAC Solution (v1.0) , following the manufacturer's recommended protocol, Libraries were run on a NextSeq500, Parameters:50bp (Read1), 8bp (Index1), 16bp (Index2), 50bp (Read2), Indexing 2 samples (SCAF1016_II, SI-NA-G5; SCAF1017_B, SI-NA-G6)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scATAC samples are run through cellranger ATAC (v1.0) software to produce the fastqfiles, The fastq files are processed through cellranger, including alignment, identification of cut sites, and peak calling.",GPL19057,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4761162,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761162/suppl/GSM4761162_IIKO_replicate2_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761162/suppl/GSM4761162_IIKO_replicate2_fragments.tsv.gz.tbi.gz,"GSE148979, GSE148981",0,SRX9054513,IAB-/-,,Thymus,mm10,raw_peak_bc_matrix.h5: Raw peak barcode matrixfragments.tsv: Fragment filefragments.tsv.gz.tbi: Fragment file indexsinglecell.csv: Metadata,https://www.ncbi.nlm.nih.gov/biosample/SAMN15961314,https://www.ncbi.nlm.nih.gov/sra?term=SRX9054513
chopp72_donor1,,,,,,,Chopp72: Donor1,GSM4761224,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Homo sapiens,9606,genomic DNA,"Nuclei were isolated following the recommended protocol from 10X Genomics. Transposition and scATACseq capture was performed with the 10X Chromium NextGem Single Cell ATAC Solution (v1.1) , following the manufacturer's recommended protocol, Libraries were run on a NextSeq500, Parameters:50bp (Read1), 8bp (Index1), 16bp (Index2), 50bp (Read2), Indexing 2 samples (SCAF1016_II, SI-NA-G5; SCAF1017_B, SI-NA-G6)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scATAC samples are run through cellranger ATAC (v1.1) software to produce the fastqfiles, The fastq files are processed through cellranger, including alignment, identification of cut sites, and peak calling.",GPL18573,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4761224,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761224/suppl/GSM4761224_Donor1_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761224/suppl/GSM4761224_Donor1_fragments.tsv.gz.tbi.gz,"GSE148980, GSE148981",0,SRX9054658,,,Thymus,hg38,raw_peak_bc_matrix.h5: Raw peak barcode matrixfragments.tsv: Fragment filefragments.tsv.gz.tbi: Fragment file indexsinglecell.csv: Metadata,https://www.ncbi.nlm.nih.gov/biosample/SAMN15961461,https://www.ncbi.nlm.nih.gov/sra?term=SRX9054658
chopp73_donor2,,,,,,,Chopp73: Donor2,GSM4761225,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Homo sapiens,9606,genomic DNA,"Nuclei were isolated following the recommended protocol from 10X Genomics. Transposition and scATACseq capture was performed with the 10X Chromium NextGem Single Cell ATAC Solution (v1.1) , following the manufacturer's recommended protocol, Libraries were run on a NextSeq500, Parameters:50bp (Read1), 8bp (Index1), 16bp (Index2), 50bp (Read2), Indexing 2 samples (SCAF1016_II, SI-NA-G5; SCAF1017_B, SI-NA-G6)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scATAC samples are run through cellranger ATAC (v1.1) software to produce the fastqfiles, The fastq files are processed through cellranger, including alignment, identification of cut sites, and peak calling.",GPL18573,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4761225,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761225/suppl/GSM4761225_Donor2_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761225/suppl/GSM4761225_Donor2_fragments.tsv.gz.tbi.gz,"GSE148980, GSE148981",0,SRX9054659,,,Thymus,hg38,raw_peak_bc_matrix.h5: Raw peak barcode matrixfragments.tsv: Fragment filefragments.tsv.gz.tbi: Fragment file indexsinglecell.csv: Metadata,https://www.ncbi.nlm.nih.gov/biosample/SAMN15961460,https://www.ncbi.nlm.nih.gov/sra?term=SRX9054659
chopp74_donor3,,,,,,,Chopp74: Donor3,GSM4761226,Public on Nov 25 2020,Sep 01 2020,Nov 26 2020,SRA,1,Thymus,Homo sapiens,9606,genomic DNA,"Nuclei were isolated following the recommended protocol from 10X Genomics. Transposition and scATACseq capture was performed with the 10X Chromium NextGem Single Cell ATAC Solution (v1.1) , following the manufacturer's recommended protocol, Libraries were run on a NextSeq500, Parameters:50bp (Read1), 8bp (Index1), 16bp (Index2), 50bp (Read2), Indexing 2 samples (SCAF1016_II, SI-NA-G5; SCAF1017_B, SI-NA-G6)","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, 10x data for scATAC samples are run through cellranger ATAC (v1.1) software to produce the fastqfiles, The fastq files are processed through cellranger, including alignment, identification of cut sites, and peak calling.",GPL18573,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4761226,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761226/suppl/GSM4761226_Donor3_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4761nnn/GSM4761226/suppl/GSM4761226_Donor3_fragments.tsv.gz.tbi.gz,"GSE148980, GSE148981",0,SRX9054660,,,Thymus,hg38,raw_peak_bc_matrix.h5: Raw peak barcode matrixfragments.tsv: Fragment filefragments.tsv.gz.tbi: Fragment file indexsinglecell.csv: Metadata,https://www.ncbi.nlm.nih.gov/biosample/SAMN15961459,https://www.ncbi.nlm.nih.gov/sra?term=SRX9054660
