sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,tissue,genotype,treatment,assembly,biosample,sra
snatac-seq_of_homo_sapiens_adult_brain_cla_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: Cla from donor 4,GSM7822219,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Cla,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822219,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822219/suppl/GSM7822219_QY_1472.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822219/suppl/GSM7822219_QY_1472.snap.gz,GSE244618,0,SRX21923652,Cla,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594533,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923652
snatac-seq_of_homo_sapiens_adult_brain_nac_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: NAC from donor 1,GSM7822220,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,NAC,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822220,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822220/suppl/GSM7822220_MM_568.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822220/suppl/GSM7822220_MM_568.snap.gz,GSE244618,0,SRX21923653,NAC,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594534,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923653
snatac-seq_of_homo_sapiens_adult_brain_nac_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: NAC from donor 2,GSM7822221,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,NAC,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822221,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822221/suppl/GSM7822221_MM_551.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822221/suppl/GSM7822221_MM_551.snap.gz,GSE244618,0,SRX21923654,NAC,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594535,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923654
snatac-seq_of_homo_sapiens_adult_brain_nac_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: NAC from donor 4,GSM7822222,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,NAC,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822222,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822222/suppl/GSM7822222_QY_1471.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822222/suppl/GSM7822222_QY_1471.snap.gz,GSE244618,0,SRX21923655,NAC,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594536,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923655
snatac-seq_of_homo_sapiens_adult_brain_gpe_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: GPe from donor 1,GSM7822223,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,GPe,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822223,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822223/suppl/GSM7822223_MM_567.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822223/suppl/GSM7822223_MM_567.snap.gz,GSE244618,0,SRX21923657,GPe,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594537,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923657
snatac-seq_of_homo_sapiens_adult_brain_gpe_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: GPe from donor 2,GSM7822224,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,GPe,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822224,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822224/suppl/GSM7822224_MM_550.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822224/suppl/GSM7822224_MM_550.snap.gz,GSE244618,0,SRX21923658,GPe,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594538,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923658
snatac-seq_of_homo_sapiens_adult_brain_gpe_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: GPe from donor 4,GSM7822225,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,GPe,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822225,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822225/suppl/GSM7822225_MM_897.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822225/suppl/GSM7822225_MM_897.snap.gz,GSE244618,0,SRX21923627,GPe,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594539,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923627
snatac-seq_of_homo_sapiens_adult_brain_pu_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: Pu from donor 1,GSM7822226,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Pu,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822226,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822226/suppl/GSM7822226_MM_566.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822226/suppl/GSM7822226_MM_566.snap.gz,GSE244618,0,SRX21923628,Pu,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594540,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923628
snatac-seq_of_homo_sapiens_adult_brain_pu_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: Pu from donor 2,GSM7822227,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Pu,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822227,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822227/suppl/GSM7822227_MM_569.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822227/suppl/GSM7822227_MM_569.snap.gz,GSE244618,0,SRX21923629,Pu,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594541,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923629
snatac-seq_of_homo_sapiens_adult_brain_pu_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: Pu from donor 4,GSM7822228,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Pu,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822228,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822228/suppl/GSM7822228_MM_977.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822228/suppl/GSM7822228_MM_977.snap.gz,GSE244618,0,SRX21923630,Pu,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594542,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923630
snatac-seq_of_homo_sapiens_adult_brain_cab_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: CaB from donor 1,GSM7822229,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,CaB,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822229,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822229/suppl/GSM7822229_QY_1341.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822229/suppl/GSM7822229_QY_1341.snap.gz,GSE244618,0,SRX21923631,CaB,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594543,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923631
snatac-seq_of_homo_sapiens_adult_brain_cab_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: CaB from donor 2,GSM7822230,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,CaB,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822230,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822230/suppl/GSM7822230_MM_549.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822230/suppl/GSM7822230_MM_549.snap.gz,GSE244618,0,SRX21923632,CaB,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594544,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923632
snatac-seq_of_homo_sapiens_adult_brain_cab_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: CaB from donor 4,GSM7822231,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,CaB,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822231,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822231/suppl/GSM7822231_MM_864.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822231/suppl/GSM7822231_MM_864.snap.gz,GSE244618,0,SRX21923633,CaB,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594545,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923633
snatac-seq_of_homo_sapiens_adult_brain_sep_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: SEP from donor 1,GSM7822232,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,SEP,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822232,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822232/suppl/GSM7822232_QY_1339.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822232/suppl/GSM7822232_QY_1339.snap.gz,GSE244618,0,SRX21923634,SEP,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594546,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923634
snatac-seq_of_homo_sapiens_adult_brain_sep_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: SEP from donor 2,GSM7822233,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,SEP,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822233,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822233/suppl/GSM7822233_QY_1342.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822233/suppl/GSM7822233_QY_1342.snap.gz,GSE244618,0,SRX21923534,SEP,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594547,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923534
snatac-seq_of_homo_sapiens_adult_brain_sep_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: SEP from donor 4,GSM7822234,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,SEP,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822234,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822234/suppl/GSM7822234_MM_903.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822234/suppl/GSM7822234_MM_903.snap.gz,GSE244618,0,SRX21923535,SEP,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594548,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923535
snatac-seq_of_homo_sapiens_adult_brain_si_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: SI from donor 1,GSM7822235,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,SI,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822235,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822235/suppl/GSM7822235_MM_698.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822235/suppl/GSM7822235_MM_698.snap.gz,GSE244618,0,SRX21923536,SI,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594549,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923536
snatac-seq_of_homo_sapiens_adult_brain_si_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: SI from donor 2,GSM7822236,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,SI,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822236,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822236/suppl/GSM7822236_MM_699.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822236/suppl/GSM7822236_MM_699.snap.gz,GSE244618,0,SRX21923537,SI,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594550,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923537
snatac-seq_of_homo_sapiens_adult_brain_si_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: SI from donor 4,GSM7822237,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,SI,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822237,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822237/suppl/GSM7822237_MM_916.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822237/suppl/GSM7822237_MM_916.snap.gz,GSE244618,0,SRX21923538,SI,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594551,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923538
snatac-seq_of_homo_sapiens_adult_brain_bnst_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: BNST from donor 1,GSM7822238,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,BNST,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822238,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822238/suppl/GSM7822238_MM_708.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822238/suppl/GSM7822238_MM_708.snap.gz,GSE244618,0,SRX21923539,BNST,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594552,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923539
snatac-seq_of_homo_sapiens_adult_brain_bnst_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: BNST from donor 2,GSM7822239,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,BNST,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822239,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822239/suppl/GSM7822239_MM_707.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822239/suppl/GSM7822239_MM_707.snap.gz,GSE244618,0,SRX21923540,BNST,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594553,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923540
snatac-seq_of_homo_sapiens_adult_brain_bnst_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: BNST from donor 4,GSM7822240,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,BNST,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822240,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822240/suppl/GSM7822240_MM_904.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822240/suppl/GSM7822240_MM_904.snap.gz,GSE244618,0,SRX21923541,BNST,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594554,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923541
snatac-seq_of_homo_sapiens_adult_brain_cmn_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: CMN from donor 1,GSM7822241,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,CMN,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822241,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822241/suppl/GSM7822241_MM_700.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822241/suppl/GSM7822241_MM_700.snap.gz,GSE244618,0,SRX21923542,CMN,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594555,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923542
snatac-seq_of_homo_sapiens_adult_brain_cmn_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: CMN from donor 2,GSM7822242,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,CMN,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822242,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822242/suppl/GSM7822242_MM_701.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822242/suppl/GSM7822242_MM_701.snap.gz,GSE244618,0,SRX21923543,CMN,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594556,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923543
snatac-seq_of_homo_sapiens_adult_brain_cmn-cn_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: CMN-CN from donor 4,GSM7822243,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,CMN-CN,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822243,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822243/suppl/GSM7822243_MM_922.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822243/suppl/GSM7822243_MM_922.snap.gz,GSE244618,0,SRX21923545,CMN-CN,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594557,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923545
snatac-seq_of_homo_sapiens_adult_brain_bl-la_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: BL-La from donor 1,GSM7822244,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,BL-La,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822244,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822244/suppl/GSM7822244_MM_798.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822244/suppl/GSM7822244_MM_798.snap.gz,GSE244618,0,SRX21923546,BL-La,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594558,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923546
snatac-seq_of_homo_sapiens_adult_brain_bl-la_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: BL-La from donor 2,GSM7822245,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,BL-La,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822245,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822245/suppl/GSM7822245_MM_799.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822245/suppl/GSM7822245_MM_799.snap.gz,GSE244618,0,SRX21923547,BL-La,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594559,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923547
snatac-seq_of_homo_sapiens_adult_brain_bl-la_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: BL-La from donor 4,GSM7822246,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,BL-La,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822246,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822246/suppl/GSM7822246_QY_1531.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822246/suppl/GSM7822246_QY_1531.snap.gz,GSE244618,0,SRX21923548,BL-La,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594560,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923548
snatac-seq_of_homo_sapiens_adult_brain_amy_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: AMY from donor 1,GSM7822247,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,AMY,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822247,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822247/suppl/GSM7822247_MM_807.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822247/suppl/GSM7822247_MM_807.snap.gz,GSE244618,0,SRX21923549,AMY,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594561,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923549
