sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_description,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,group,brain_region,tissue,age_of_death,sex,assembly,supplementary_files_format_and_content,biosample,sra
bb4_itc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163266,SRX17174374,BB4_ITC_N_ATAC,GSM6502892,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Inferior Temporal Cortex,Homo sapiens,9606,genomic DNA,"neuron_ITC-includes-blacklisted-regions_peaks.narrowPeak, neuron_ITC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502892,NONE,"GSE211822, GSE211826",0,SRX17174374,neuron,ITC,Forebrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445133,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174374
bb6_hipp_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163267,SRX17174375,BB6_HIPP_G_ATAC,GSM6502893,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Hippocampus,Homo sapiens,9606,genomic DNA,"glia_HIPP-includes-blacklisted-regions_peaks.narrowPeak, glia_HIPP.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502893,NONE,"GSE211822, GSE211826",0,SRX17174375,non-neuron,HIPP,Forebrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445134,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174375
bb6_hipp_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163268,SRX17174376,BB6_HIPP_N_ATAC,GSM6502894,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Hippocampus,Homo sapiens,9606,genomic DNA,"neuron_HIPP-includes-blacklisted-regions_peaks.narrowPeak, neuron_HIPP.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502894,NONE,"GSE211822, GSE211826",0,SRX17174376,neuron,HIPP,Forebrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445135,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174376
bb6_itc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163269,SRX17174377,BB6_ITC_G_ATAC,GSM6502895,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Inferior Temporal Cortex,Homo sapiens,9606,genomic DNA,"glia_ITC-includes-blacklisted-regions_peaks.narrowPeak, glia_ITC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502895,NONE,"GSE211822, GSE211826",0,SRX17174377,non-neuron,ITC,Forebrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445136,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174377
bb6_itc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163270,SRX17174378,BB6_ITC_N_ATAC,GSM6502896,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Inferior Temporal Cortex,Homo sapiens,9606,genomic DNA,"neuron_ITC-includes-blacklisted-regions_peaks.narrowPeak, neuron_ITC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502896,NONE,"GSE211822, GSE211826",0,SRX17174378,neuron,ITC,Forebrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445137,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174378
bb5_arc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163271,SRX17174379,BB5_ARC_G_ATAC,GSM6502897,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Arcuate Nucleus,Homo sapiens,9606,genomic DNA,"glia_ARC-includes-blacklisted-regions_peaks.narrowPeak, glia_ARC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502897,NONE,"GSE211822, GSE211826",0,SRX17174379,non-neuron,ARC,Midbrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445138,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174379
bb5_arc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163272,SRX17174380,BB5_ARC_N_ATAC,GSM6502898,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Arcuate Nucleus,Homo sapiens,9606,genomic DNA,"neuron_ARC-includes-blacklisted-regions_peaks.narrowPeak, neuron_ARC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502898,NONE,"GSE211822, GSE211826",0,SRX17174380,neuron,ARC,Midbrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445139,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174380
bb5_ins_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163273,SRX17174381,BB5_INS_G_ATAC,GSM6502899,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Insula,Homo sapiens,9606,genomic DNA,"glia_INS-includes-blacklisted-regions_peaks.narrowPeak, glia_INS.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502899,NONE,"GSE211822, GSE211826",0,SRX17174381,non-neuron,INS,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445140,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174381
bb5_ins_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163274,SRX17174382,BB5_INS_N_ATAC,GSM6502900,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Insula,Homo sapiens,9606,genomic DNA,"neuron_INS-includes-blacklisted-regions_peaks.narrowPeak, neuron_INS.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502900,NONE,"GSE211822, GSE211826",0,SRX17174382,neuron,INS,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445141,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174382
bb3_acc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163275,SRX17174383,BB3_ACC_G_ATAC,GSM6502901,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Anterior Cingulate Cortex,Homo sapiens,9606,genomic DNA,"glia_ACC-includes-blacklisted-regions_peaks.narrowPeak, glia_ACC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502901,NONE,"GSE211822, GSE211826",0,SRX17174383,non-neuron,ACC,Forebrain,20,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445142,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174383
bb3_acc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163276,SRX17174384,BB3_ACC_N_ATAC,GSM6502902,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Anterior Cingulate Cortex,Homo sapiens,9606,genomic DNA,"neuron_ACC-includes-blacklisted-regions_peaks.narrowPeak, neuron_ACC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502902,NONE,"GSE211822, GSE211826",0,SRX17174384,neuron,ACC,Forebrain,20,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445143,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174384
bb5_mdt_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163277,SRX17174385,BB5_MDT_G_ATAC,GSM6502903,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Mediodorsal Thalamus,Homo sapiens,9606,genomic DNA,"glia_MDT-includes-blacklisted-regions_peaks.narrowPeak, glia_MDT.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502903,NONE,"GSE211822, GSE211826",0,SRX17174385,non-neuron,MDT,Midbrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445144,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174385
bb5_mdt_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163278,SRX17174386,BB5_MDT_N_ATAC,GSM6502904,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Mediodorsal Thalamus,Homo sapiens,9606,genomic DNA,"neuron_MDT-includes-blacklisted-regions_peaks.narrowPeak, neuron_MDT.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502904,NONE,"GSE211822, GSE211826",0,SRX17174386,neuron,MDT,Midbrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445145,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174386
bb4_acc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163279,SRX17174387,BB4_ACC_G_ATAC,GSM6502905,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Anterior Cingulate Cortex,Homo sapiens,9606,genomic DNA,"glia_ACC-includes-blacklisted-regions_peaks.narrowPeak, glia_ACC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502905,NONE,"GSE211822, GSE211826",0,SRX17174387,non-neuron,ACC,Forebrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445146,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174387
bb4_acc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163280,SRX17174388,BB4_ACC_N_ATAC,GSM6502906,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Anterior Cingulate Cortex,Homo sapiens,9606,genomic DNA,"neuron_ACC-includes-blacklisted-regions_peaks.narrowPeak, neuron_ACC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502906,NONE,"GSE211822, GSE211826",0,SRX17174388,neuron,ACC,Forebrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445147,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174388
bb5_ec_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163281,SRX17174389,BB5_EC_G_ATAC,GSM6502907,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Parahippocampal Cortex/Entorhinal Cortex,Homo sapiens,9606,genomic DNA,"glia_EC-includes-blacklisted-regions_peaks.narrowPeak, glia_EC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502907,NONE,"GSE211822, GSE211826",0,SRX17174389,non-neuron,EC,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445148,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174389
bb5_ec_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163282,SRX17174390,BB5_EC_N_ATAC,GSM6502908,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Parahippocampal Cortex/Entorhinal Cortex,Homo sapiens,9606,genomic DNA,"neuron_EC-includes-blacklisted-regions_peaks.narrowPeak, neuron_EC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502908,NONE,"GSE211822, GSE211826",0,SRX17174390,neuron,EC,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445149,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174390
bb4_arc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163283,SRX17174391,BB4_ARC_G_ATAC,GSM6502909,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Arcuate Nucleus,Homo sapiens,9606,genomic DNA,"glia_ARC-includes-blacklisted-regions_peaks.narrowPeak, glia_ARC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502909,NONE,"GSE211822, GSE211826",0,SRX17174391,non-neuron,ARC,Midbrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445150,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174391
bb4_arc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163284,SRX17174392,BB4_ARC_N_ATAC,GSM6502910,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Arcuate Nucleus,Homo sapiens,9606,genomic DNA,"neuron_ARC-includes-blacklisted-regions_peaks.narrowPeak, neuron_ARC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502910,NONE,"GSE211822, GSE211826",0,SRX17174392,neuron,ARC,Midbrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445152,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174392
bb6_acc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163285,SRX17174393,BB6_ACC_G_ATAC,GSM6502911,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Anterior Cingulate Cortex,Homo sapiens,9606,genomic DNA,"glia_ACC-includes-blacklisted-regions_peaks.narrowPeak, glia_ACC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502911,NONE,"GSE211822, GSE211826",0,SRX17174393,non-neuron,ACC,Forebrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445153,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174393
bb6_acc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163286,SRX17174394,BB6_ACC_N_ATAC,GSM6502912,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Anterior Cingulate Cortex,Homo sapiens,9606,genomic DNA,"neuron_ACC-includes-blacklisted-regions_peaks.narrowPeak, neuron_ACC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502912,NONE,"GSE211822, GSE211826",0,SRX17174394,neuron,ACC,Forebrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445158,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174394
bb5_pac_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163287,SRX17174395,BB5_PAC_G_ATAC,GSM6502913,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Auditory Cortex,Homo sapiens,9606,genomic DNA,"glia_PAC-includes-blacklisted-regions_peaks.narrowPeak, glia_PAC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502913,NONE,"GSE211822, GSE211826",0,SRX17174395,non-neuron,PAC,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445159,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174395
bb5_pac_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163288,SRX17174300,BB5_PAC_N_ATAC,GSM6502914,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Auditory Cortex,Homo sapiens,9606,genomic DNA,"neuron_PAC-includes-blacklisted-regions_peaks.narrowPeak, neuron_PAC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502914,NONE,"GSE211822, GSE211826",0,SRX17174300,neuron,PAC,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445151,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174300
bb4_ins_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163289,SRX17174301,BB4_INS_G_ATAC,GSM6502915,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Insula,Homo sapiens,9606,genomic DNA,"glia_INS-includes-blacklisted-regions_peaks.narrowPeak, glia_INS.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502915,NONE,"GSE211822, GSE211826",0,SRX17174301,non-neuron,INS,Forebrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445160,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174301
bb4_ins_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163290,SRX17174302,BB4_INS_N_ATAC,GSM6502916,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Insula,Homo sapiens,9606,genomic DNA,"neuron_INS-includes-blacklisted-regions_peaks.narrowPeak, neuron_INS.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502916,NONE,"GSE211822, GSE211826",0,SRX17174302,neuron,INS,Forebrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445161,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174302
bb6_arc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163291,SRX17174303,BB6_ARC_G_ATAC,GSM6502917,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Arcuate Nucleus,Homo sapiens,9606,genomic DNA,"glia_ARC-includes-blacklisted-regions_peaks.narrowPeak, glia_ARC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502917,NONE,"GSE211822, GSE211826",0,SRX17174303,non-neuron,ARC,Midbrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445162,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174303
bb6_arc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163292,SRX17174304,BB6_ARC_N_ATAC,GSM6502918,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Arcuate Nucleus,Homo sapiens,9606,genomic DNA,"neuron_ARC-includes-blacklisted-regions_peaks.narrowPeak, neuron_ARC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502918,NONE,"GSE211822, GSE211826",0,SRX17174304,neuron,ARC,Midbrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445163,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174304
bb5_pmc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163293,SRX17174305,BB5_PMC_G_ATAC,GSM6502919,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Motor Cortex,Homo sapiens,9606,genomic DNA,"glia_PMC-includes-blacklisted-regions_peaks.narrowPeak, glia_PMC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502919,NONE,"GSE211822, GSE211826",0,SRX17174305,non-neuron,PMC,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445164,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174305
bb5_pmc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163294,SRX17174306,BB5_PMC_N_ATAC,GSM6502920,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Motor Cortex,Homo sapiens,9606,genomic DNA,"neuron_PMC-includes-blacklisted-regions_peaks.narrowPeak, neuron_PMC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502920,NONE,"GSE211822, GSE211826",0,SRX17174306,neuron,PMC,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445165,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174306
bb6_nac_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163295,SRX17174307,BB6_NAC_G_ATAC,GSM6502921,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Nucleus Accumbens,Homo sapiens,9606,genomic DNA,"glia_NAC-includes-blacklisted-regions_peaks.narrowPeak, glia_NAC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502921,NONE,"GSE211822, GSE211826",0,SRX17174307,non-neuron,NAC,BasalGanglia,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445166,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174307
bb4_mdt_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163296,SRX17174308,BB4_MDT_G_ATAC,GSM6502922,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Mediodorsal Thalamus,Homo sapiens,9606,genomic DNA,"glia_MDT-includes-blacklisted-regions_peaks.narrowPeak, glia_MDT.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502922,NONE,"GSE211822, GSE211826",0,SRX17174308,non-neuron,MDT,Midbrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445167,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174308
bb4_mdt_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163297,SRX17174309,BB4_MDT_N_ATAC,GSM6502923,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Mediodorsal Thalamus,Homo sapiens,9606,genomic DNA,"neuron_MDT-includes-blacklisted-regions_peaks.narrowPeak, neuron_MDT.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502923,NONE,"GSE211822, GSE211826",0,SRX17174309,neuron,MDT,Midbrain,30,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445168,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174309
bb1_ofc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163298,SRX17174310,BB1_OFC_G_ATAC,GSM6502924,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Orbital Frontal Cortex,Homo sapiens,9606,genomic DNA,"glia_OFC-includes-blacklisted-regions_peaks.narrowPeak, glia_OFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502924,NONE,"GSE211822, GSE211826",0,SRX17174310,non-neuron,OFC,Forebrain,20,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445169,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174310
