sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,chip_antibody,genotype,genome_build,supplementary_files_format_and_content,biosample,sra
nosn03_snatac-seq,other,Homo sapiens,PAIRED,SRA,SRR21064229,SRX17079372,"NOSN03, snATAC-seq",GSM6459702,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, using the same parameters (--min_alt 8 --min_ref 8 --no_umi True --skip_remap True --ignore True) used in Fiskin et al. study. The genetic variants from bulk ChIP-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using the cellranger-atac count  ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,other,genomic single cell,ATAC-seq,GSM6459702,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459702/suppl/GSM6459702_NOSN03_snATAC.filtered_peak_bc_matrix.h5,GSE148434,0,SRX17079372,Substantia nigra,N/A,NOSN03,hg19,"h5, tsv",https://www.ncbi.nlm.nih.gov/biosample/SAMN30319302,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079372
nosn04_snatac-seq,other,Homo sapiens,PAIRED,SRA,SRR21064230,SRX17079373,"NOSN04, snATAC-seq",GSM6459703,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, using the same parameters (--min_alt 8 --min_ref 8 --no_umi True --skip_remap True --ignore True) used in Fiskin et al. study. The genetic variants from bulk ChIP-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using the cellranger-atac count  ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,other,genomic single cell,ATAC-seq,GSM6459703,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459703/suppl/GSM6459703_NOSN04_snATAC.filtered_peak_bc_matrix.h5,GSE148434,0,SRX17079373,Substantia nigra,N/A,NOSN04,hg19,"h5, tsv",https://www.ncbi.nlm.nih.gov/biosample/SAMN30319303,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079373
nosn05_snatac-seq,other,Homo sapiens,PAIRED,SRA,SRR21064231,SRX17079374,"NOSN05, snATAC-seq",GSM6459704,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, using the same parameters (--min_alt 8 --min_ref 8 --no_umi True --skip_remap True --ignore True) used in Fiskin et al. study. The genetic variants from bulk ChIP-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using the cellranger-atac count  ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,other,genomic single cell,ATAC-seq,GSM6459704,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459704/suppl/GSM6459704_NOSN05_snATAC.filtered_peak_bc_matrix.h5,GSE148434,0,SRX17079374,Substantia nigra,N/A,NOSN05,hg19,"h5, tsv",https://www.ncbi.nlm.nih.gov/biosample/SAMN30319304,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079374
nosn06_snatac-seq,other,Homo sapiens,PAIRED,SRA,SRR21064232,SRX17079375,"NOSN06, snATAC-seq",GSM6459705,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, using the same parameters (--min_alt 8 --min_ref 8 --no_umi True --skip_remap True --ignore True) used in Fiskin et al. study. The genetic variants from bulk ChIP-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using the cellranger-atac count  ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,other,genomic single cell,ATAC-seq,GSM6459705,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459705/suppl/GSM6459705_NOSN06_snATAC.filtered_peak_bc_matrix.h5,GSE148434,0,SRX17079375,Substantia nigra,N/A,NOSN06,hg19,"h5, tsv",https://www.ncbi.nlm.nih.gov/biosample/SAMN30319305,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079375
pdsn01_snatac-seq,other,Homo sapiens,PAIRED,SRA,SRR21064233,SRX17079376,"PDSN01, snATAC-seq",GSM6459706,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, using the same parameters (--min_alt 8 --min_ref 8 --no_umi True --skip_remap True --ignore True) used in Fiskin et al. study. The genetic variants from bulk ChIP-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using the cellranger-atac count  ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,other,genomic single cell,ATAC-seq,GSM6459706,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459706/suppl/GSM6459706_PDSN01_snATAC.filtered_peak_bc_matrix.h5,GSE148434,0,SRX17079376,Substantia nigra,N/A,PDSN01,hg19,"h5, tsv",https://www.ncbi.nlm.nih.gov/biosample/SAMN30319306,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079376
pdsn02_snatac-seq,other,Homo sapiens,PAIRED,SRA,SRR21064234,SRX17079333,"PDSN02, snATAC-seq",GSM6459707,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, using the same parameters (--min_alt 8 --min_ref 8 --no_umi True --skip_remap True --ignore True) used in Fiskin et al. study. The genetic variants from bulk ChIP-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using the cellranger-atac count  ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,other,genomic single cell,ATAC-seq,GSM6459707,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459707/suppl/GSM6459707_PDSN02_snATAC.filtered_peak_bc_matrix.h5,GSE148434,0,SRX17079333,Substantia nigra,N/A,PDSN02,hg19,"h5, tsv",https://www.ncbi.nlm.nih.gov/biosample/SAMN30319307,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079333
pdsn03_snatac-seq,other,Homo sapiens,PAIRED,SRA,SRR21064235,SRX17079334,"PDSN03, snATAC-seq",GSM6459708,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, using the same parameters (--min_alt 8 --min_ref 8 --no_umi True --skip_remap True --ignore True) used in Fiskin et al. study. The genetic variants from bulk ChIP-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using the cellranger-atac count  ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,other,genomic single cell,ATAC-seq,GSM6459708,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459708/suppl/GSM6459708_PDSN03_snATAC.filtered_peak_bc_matrix.h5,GSE148434,0,SRX17079334,Substantia nigra,N/A,PDSN03,hg19,"h5, tsv",https://www.ncbi.nlm.nih.gov/biosample/SAMN30319308,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079334
pdsn04_snatac-seq,other,Homo sapiens,PAIRED,SRA,SRR21064236,SRX17079335,"PDSN04, snATAC-seq",GSM6459709,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, using the same parameters (--min_alt 8 --min_ref 8 --no_umi True --skip_remap True --ignore True) used in Fiskin et al. study. The genetic variants from bulk ChIP-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using the cellranger-atac count  ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,other,genomic single cell,ATAC-seq,GSM6459709,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459709/suppl/GSM6459709_PDSN04_snATAC.filtered_peak_bc_matrix.h5,GSE148434,0,SRX17079335,Substantia nigra,N/A,PDSN04,hg19,"h5, tsv",https://www.ncbi.nlm.nih.gov/biosample/SAMN30319309,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079335
pdsn05_snatac-seq,other,Homo sapiens,PAIRED,SRA,SRR21064237,SRX17079336,"PDSN05, snATAC-seq",GSM6459710,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, using the same parameters (--min_alt 8 --min_ref 8 --no_umi True --skip_remap True --ignore True) used in Fiskin et al. study. The genetic variants from bulk ChIP-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using the cellranger-atac count  ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,other,genomic single cell,ATAC-seq,GSM6459710,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459710/suppl/GSM6459710_PDSN05_snATAC.filtered_peak_bc_matrix.h5,GSE148434,0,SRX17079336,Substantia nigra,N/A,PDSN05,hg19,"h5, tsv",https://www.ncbi.nlm.nih.gov/biosample/SAMN30319310,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079336
pdsn06_snatac-seq,other,Homo sapiens,PAIRED,SRA,SRR21064238,SRX17079337,"PDSN06, snATAC-seq",GSM6459711,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, using the same parameters (--min_alt 8 --min_ref 8 --no_umi True --skip_remap True --ignore True) used in Fiskin et al. study. The genetic variants from bulk ChIP-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using the cellranger-atac count  ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,other,genomic single cell,ATAC-seq,GSM6459711,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459711/suppl/GSM6459711_PDSN06_snATAC.filtered_peak_bc_matrix.h5,GSE148434,0,SRX17079337,Substantia nigra,N/A,PDSN06,hg19,"h5, tsv",https://www.ncbi.nlm.nih.gov/biosample/SAMN30319311,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079337
pdsn07_snatac-seq,other,Homo sapiens,PAIRED,SRA,multi,SRX17079338,"PDSN07, snATAC-seq",GSM6459712,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, using the same parameters (--min_alt 8 --min_ref 8 --no_umi True --skip_remap True --ignore True) used in Fiskin et al. study. The genetic variants from bulk ChIP-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using the cellranger-atac count  ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,other,genomic single cell,ATAC-seq,GSM6459712,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459712/suppl/GSM6459712_PDSN07_snATAC.filtered_peak_bc_matrix.h5,GSE148434,0,SRX17079338,Substantia nigra,N/A,PDSN07,hg19,"h5, tsv",https://www.ncbi.nlm.nih.gov/biosample/SAMN30319312,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079338
pdsn09_snatac-seq,other,Homo sapiens,PAIRED,SRA,SRR21064244,SRX17079339,"PDSN09, snATAC-seq",GSM6459713,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"About 15 mg of tissue was placed in an extra-thick tissue processing tube (Covaris, 520140) while kept in liquid nitrogen, and repeatedly hammered to produce frozen tissue powder. The frozen tissue was transferred to lysis buffer of 0.2% Triton X-100, protease inhibitor (Roche, 04-693-159-001), 1 mM DTT (Sigma-Aldrich, D9779), 0.2 U/µL RNAsin (Promega, N211B), and 2% BSA (Sigma-Aldrich, SRE0036) in PBS. Sample was pipetted 10 times, rotated for 5 min at 4°C, and centrifuged at 500g for 5 min. Th ...","To demultiplex the data for pooled libraries, the nuclei were clustered based on individual genetic variants using souporcell, using the same parameters (--min_alt 8 --min_ref 8 --no_umi True --skip_remap True --ignore True) used in Fiskin et al. study. The genetic variants from bulk ChIP-seq data was obtained by using freebayes (-iXu -C 2 -q 20 -n 3 -E 1 -m 30 --min-coverage 20 --pooled-continuous --skip-coverage 100000). The feature-barcode matrix was generated using the cellranger-atac count  ...",GPL28038,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,DNBSEQ-G400,other,genomic single cell,ATAC-seq,GSM6459713,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459713/suppl/GSM6459713_PDSN09_snATAC.filtered_peak_bc_matrix.h5,GSE148434,0,SRX17079339,Substantia nigra,N/A,PDSN09,hg19,"h5, tsv",https://www.ncbi.nlm.nih.gov/biosample/SAMN30319313,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079339
