sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_growth_protocol_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,tissue,facs_markers,cell_type,genome_build,supplementary_files_format_and_content,biosample,sra
oci-ly7_ocabi_oct2_rep2,,,,,,,OCI-Ly7_OCABi_OCT2_rep2,GSM5570048,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",OCT2 ChIP-seq,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570048,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570048/suppl/GSM5570048_OCABi_OCT2_R2_fc.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570048/suppl/GSM5570048_OCABi_OCT2_R2_peaks.narrowPeak.gz,"GSE183743, GSE183806",0,SRX12118518,,,,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364088,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118518
oci-ly7_control_input_rep1,,,,,,,OCI-Ly7_control_INPUT_rep1,GSM5570049,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",Input,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570049,NONE,,"GSE183743, GSE183806",0,SRX12118519,,,,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364089,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118519
oci-ly7_control_input_rep2,,,,,,,OCI-Ly7_control_INPUT_rep2,GSM5570050,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",Input,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570050,NONE,,"GSE183743, GSE183806",0,SRX12118520,,,,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364090,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118520
oci-ly7_ocabi_input_rep1,,,,,,,OCI-Ly7_OCABi_INPUT_rep1,GSM5570051,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",Input,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570051,NONE,,"GSE183743, GSE183806",0,SRX12118521,,,,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364091,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118521
oci-ly7_ocabi_input_rep2,,,,,,,OCI-Ly7_OCABi_INPUT_rep2,GSM5570052,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"Primary lymphocytes were isolated by gradient centrifugation and naive and germinal center B cell populations were isolated by FACS. OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentoviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"10 million cells were fixed in 1% formaldehyde for 10 min at room temperature, and fragmentation of fixed chromatin was obtained from isolated nuclei by sonication. To enrich for short chromatin fragments (200 - 700 bp), 5μg of antibody was added to the chromatin lysate and incubated overnight at 4 °C. The following day, Dynabeads protein A was added and incubated with rotation at 4 °C for 1.5 hours. Enriched DNA was isolated through extensive wash steps, subsequent reverse cross-linking, and pu ...",Input,"Adapter trimming using Trime Galore!, Alignment using BWA., Mark duplicate reads using picard., Filtering to remove reads mapping to blacklisted regions, reads marked as duplicates and unmapped reads., Call narrowPeaks and generate fold enrichment / input bigWig files using MACS2.",GPL18573,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM5570052,NONE,,"GSE183743, GSE183806",0,SRX12118522,,,,GRCh38,NarrowPeak file and fold enrichment / input bigWig.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21364092,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118522
h3k27ac_hichip_oci-ly7_control_rep1,,,,,,,H3K27ac_HiChIP_OCI-Ly7_control_rep1,GSM5571212,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, 1% glutamine, and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"H3K27ac HiChIP was performed using 10 million cells., Following biotin pull-down, samples were tagmented with Tn5 and libraries were generated using 6-8 cycles of PCR amplifications. After dual size selection with Ampure XP beads, libraries size was measured by BioAnalyzer., HiSeq4000 platform on PE50 mode.","LY7_H3K27ac_control10, Control replicate 1","HiC-Pro was used for aligning reads and generated contact maps., mcool files were generated from validPairs files using ""cooler"" as part of the HiC-Pro pipeline.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,other,genomic,OTHER,GSM5571212,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571212/suppl/GSM5571212_LY7_H3K27ac_control10_5000.mcool,,"GSE183797, GSE183806",0,SRX12122729,,,,GRCh38,"Contact maps provided as mcool files.LY7_H3K27ac_controlpooled_5000.mcool: This file represents processed files for pooled replicates samples: H3K27ac_HiChIP_OCI-Ly7_control_rep1, H3K27ac_HiChIP_OCI-Ly7_control_rep2, and H3K27ac_HiChIP_OCI-Ly7_control_rep3.LY7_H3K27ac_OCABipooled_5000.mcool: This file represents processed files for pooled replicates samples: H3K27ac_HiChIP_OCI-Ly7_OCABi_rep1, H3K27ac_HiChIP_OCI-Ly7_OCABi_rep2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN21368591,https://www.ncbi.nlm.nih.gov/sra?term=SRX12122729
h3k27ac_hichip_oci-ly7_control_rep2,,,,,,,H3K27ac_HiChIP_OCI-Ly7_control_rep2,GSM5571213,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, 1% glutamine, and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"H3K27ac HiChIP was performed using 10 million cells., Following biotin pull-down, samples were tagmented with Tn5 and libraries were generated using 6-8 cycles of PCR amplifications. After dual size selection with Ampure XP beads, libraries size was measured by BioAnalyzer., HiSeq4000 platform on PE50 mode.","LY7_H3K27ac_control7, Control replicate 2","HiC-Pro was used for aligning reads and generated contact maps., mcool files were generated from validPairs files using ""cooler"" as part of the HiC-Pro pipeline.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,other,genomic,OTHER,GSM5571213,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571213/suppl/GSM5571213_LY7_H3K27ac_control7_5000.mcool,,"GSE183797, GSE183806",0,SRX12122730,,,,GRCh38,"Contact maps provided as mcool files.LY7_H3K27ac_controlpooled_5000.mcool: This file represents processed files for pooled replicates samples: H3K27ac_HiChIP_OCI-Ly7_control_rep1, H3K27ac_HiChIP_OCI-Ly7_control_rep2, and H3K27ac_HiChIP_OCI-Ly7_control_rep3.LY7_H3K27ac_OCABipooled_5000.mcool: This file represents processed files for pooled replicates samples: H3K27ac_HiChIP_OCI-Ly7_OCABi_rep1, H3K27ac_HiChIP_OCI-Ly7_OCABi_rep2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN21368593,https://www.ncbi.nlm.nih.gov/sra?term=SRX12122730
h3k27ac_hichip_oci-ly7_control_rep3,,,,,,,H3K27ac_HiChIP_OCI-Ly7_control_rep3,GSM5571214,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, 1% glutamine, and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"H3K27ac HiChIP was performed using 10 million cells., Following biotin pull-down, samples were tagmented with Tn5 and libraries were generated using 6-8 cycles of PCR amplifications. After dual size selection with Ampure XP beads, libraries size was measured by BioAnalyzer., HiSeq4000 platform on PE50 mode.","LY7_H3K27ac_control8, Control replicate 3","HiC-Pro was used for aligning reads and generated contact maps., mcool files were generated from validPairs files using ""cooler"" as part of the HiC-Pro pipeline.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,other,genomic,OTHER,GSM5571214,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571214/suppl/GSM5571214_LY7_H3K27ac_control8_5000.mcool,,"GSE183797, GSE183806",0,SRX12122731,,,,GRCh38,"Contact maps provided as mcool files.LY7_H3K27ac_controlpooled_5000.mcool: This file represents processed files for pooled replicates samples: H3K27ac_HiChIP_OCI-Ly7_control_rep1, H3K27ac_HiChIP_OCI-Ly7_control_rep2, and H3K27ac_HiChIP_OCI-Ly7_control_rep3.LY7_H3K27ac_OCABipooled_5000.mcool: This file represents processed files for pooled replicates samples: H3K27ac_HiChIP_OCI-Ly7_OCABi_rep1, H3K27ac_HiChIP_OCI-Ly7_OCABi_rep2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN21368595,https://www.ncbi.nlm.nih.gov/sra?term=SRX12122731
h3k27ac_hichip_oci-ly7_ocabi_rep1,,,,,,,H3K27ac_HiChIP_OCI-Ly7_OCABi_rep1,GSM5571215,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, 1% glutamine, and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"H3K27ac HiChIP was performed using 10 million cells., Following biotin pull-down, samples were tagmented with Tn5 and libraries were generated using 6-8 cycles of PCR amplifications. After dual size selection with Ampure XP beads, libraries size was measured by BioAnalyzer., HiSeq4000 platform on PE50 mode.","LY7_H3K27ac_OCABi1, OCAB knockdown replicate 1","HiC-Pro was used for aligning reads and generated contact maps., mcool files were generated from validPairs files using ""cooler"" as part of the HiC-Pro pipeline.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,other,genomic,OTHER,GSM5571215,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571215/suppl/GSM5571215_LY7_H3K27ac_OCABi1_5000.mcool,,"GSE183797, GSE183806",0,SRX12122732,,,,GRCh38,"Contact maps provided as mcool files.LY7_H3K27ac_controlpooled_5000.mcool: This file represents processed files for pooled replicates samples: H3K27ac_HiChIP_OCI-Ly7_control_rep1, H3K27ac_HiChIP_OCI-Ly7_control_rep2, and H3K27ac_HiChIP_OCI-Ly7_control_rep3.LY7_H3K27ac_OCABipooled_5000.mcool: This file represents processed files for pooled replicates samples: H3K27ac_HiChIP_OCI-Ly7_OCABi_rep1, H3K27ac_HiChIP_OCI-Ly7_OCABi_rep2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN21368596,https://www.ncbi.nlm.nih.gov/sra?term=SRX12122732
h3k27ac_hichip_oci-ly7_ocabi_rep2,,,,,,,H3K27ac_HiChIP_OCI-Ly7_OCABi_rep2,GSM5571216,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, 1% glutamine, and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"H3K27ac HiChIP was performed using 10 million cells., Following biotin pull-down, samples were tagmented with Tn5 and libraries were generated using 6-8 cycles of PCR amplifications. After dual size selection with Ampure XP beads, libraries size was measured by BioAnalyzer., HiSeq4000 platform on PE50 mode.","LY7_H3K27ac_OCABi2, OCAB knockdown replicate 2","HiC-Pro was used for aligning reads and generated contact maps., mcool files were generated from validPairs files using ""cooler"" as part of the HiC-Pro pipeline.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,other,genomic,OTHER,GSM5571216,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571216/suppl/GSM5571216_LY7_H3K27ac_OCABi2_5000.mcool,,"GSE183797, GSE183806",0,SRX12122733,,,,GRCh38,"Contact maps provided as mcool files.LY7_H3K27ac_controlpooled_5000.mcool: This file represents processed files for pooled replicates samples: H3K27ac_HiChIP_OCI-Ly7_control_rep1, H3K27ac_HiChIP_OCI-Ly7_control_rep2, and H3K27ac_HiChIP_OCI-Ly7_control_rep3.LY7_H3K27ac_OCABipooled_5000.mcool: This file represents processed files for pooled replicates samples: H3K27ac_HiChIP_OCI-Ly7_OCABi_rep1, H3K27ac_HiChIP_OCI-Ly7_OCABi_rep2.",https://www.ncbi.nlm.nih.gov/biosample/SAMN21368597,https://www.ncbi.nlm.nih.gov/sra?term=SRX12122733
sudh4_oct2i_rep1_atac-seq_,,,,,,,SUDH4_OCT2i_rep1 [ATAC-seq],GSM5571590,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,SUDH4,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_39-SU4_OCT2_2_A,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571590,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571590/suppl/GSM5571590_Sample_39-SU4_OCT2_2_A.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571590/suppl/GSM5571590_Sample_39-SU4_OCT2_2_A.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123177,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369097,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123177
oci-ly7_oct2i_rep2_atac-seq_,,,,,,,OCI-Ly7_OCT2i_rep2 [ATAC-seq],GSM5571591,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_50-LY7_OCT2_3_B,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571591,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571591/suppl/GSM5571591_Sample_50-LY7_OCT2_3_B.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571591/suppl/GSM5571591_Sample_50-LY7_OCT2_3_B.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123178,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369098,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123178
sudh4_ocabi_rep1_atac-seq_,,,,,,,SUDH4_OCABi_rep1 [ATAC-seq],GSM5571592,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,SUDH4,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_37-SU4_BOB1_A,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571592,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571592/suppl/GSM5571592_Sample_37-SU4_BOB1_A.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571592/suppl/GSM5571592_Sample_37-SU4_BOB1_A.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123179,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369099,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123179
sudh4_oct2i_rep2_atac-seq_,,,,,,,SUDH4_OCT2i_rep2 [ATAC-seq],GSM5571593,Public on Sep 11 2021,Sep 09 2021,Sep 11 2021,SRA,1,SUDH4,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",genomic DNA,"Omni-ATAC-seq https://www.nature.com/articles/nmeth.4396, Illumina Nextera per protocol https://www.nature.com/articles/nmeth.4396, Paired-end",Sample_40-SU4_OCT2_2_B,"Complete processing pipeline available at https://github.com/DoaneAS/atacflow, Read adapter trimming using ngtrim., Alignment to GRCh38 using bowtie2., PCR duplicate removal by piccard tools., Peak calling using genrich.",GPL16791,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM5571593,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571593/suppl/GSM5571593_Sample_40-SU4_OCT2_2_B.deseqsf.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5571nnn/GSM5571593/suppl/GSM5571593_Sample_40-SU4_OCT2_2_B.tn5.narrowPeak.gz,"GSE183803, GSE183806",0,SRX12123180,,,,GRCh38,NarrowPeak files contain ATAC-seq peaks.bigWig files contain binned ATAC-seq fragments normalized to reads in peaks using a consensus peak atlas.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21369101,https://www.ncbi.nlm.nih.gov/sra?term=SRX12123180
