sample_geo_accession	sample_series_id.x	sample_name	super_tissue	tissue	cell_type	sex	age	donor	technology	ba	brain_region_1	area	super_region	region
GSM6502838	GSE211822, GSE211826	bb4_crblm_g_atac	Brain	Cerebellum	Non-Neuron	female	30		Bulk ATAC		Cerebellum	Cerebellum	NA	NA
GSM6502839	GSE211822, GSE211826	bb5_nac_g_atac	Brain	Nucleus Accumbens	Non-Neuron	male	34		Bulk ATAC		Nucleus Accumbens	Limbic System	NA	Nucleus Accumbens
GSM6502840	GSE211822, GSE211826	bb5_nac_n_atac	Brain	Nucleus Accumbens	Neuron	male	34		Bulk ATAC		Nucleus Accumbens	Limbic System	NA	Nucleus Accumbens
GSM6502841	GSE211822, GSE211826	bb6_vta_g_atac	Brain	Ventral Tegmental Area	Non-Neuron	female	39		Bulk ATAC		Ventral Tegmental Area	NA	NA	NA
GSM6502842	GSE211822, GSE211826	bb6_crblm_g_atac	Brain	Cerebellum	Non-Neuron	female	39		Bulk ATAC		Cerebellum	Cerebellum	NA	NA
GSM6502843	GSE211822, GSE211826	bb6_crblm_n_atac	Brain	Cerebellum	Neuron	female	39		Bulk ATAC		Cerebellum	Cerebellum	NA	NA
GSM6502844	GSE211822, GSE211826	bb4_ofc_g_atac	Brain	Orbital Frontal Cortex	Non-Neuron	female	30		Bulk ATAC	BA10,11,47	Orbital Frontal Cortex	Prefrontal Cortex	Prefrontal Cortex	Orbitofrontal Cortex
GSM6502845	GSE211822, GSE211826	bb4_ofc_n_atac	Brain	Orbital Frontal Cortex	Neuron	female	30		Bulk ATAC	BA10,11,47	Orbital Frontal Cortex	Prefrontal Cortex	Prefrontal Cortex	Orbitofrontal Cortex
GSM6502846	GSE211822, GSE211826	bb6_ofc_g_atac	Brain	Orbital Frontal Cortex	Non-Neuron	female	39		Bulk ATAC	BA10,11,47	Orbital Frontal Cortex	Prefrontal Cortex	Prefrontal Cortex	Orbitofrontal Cortex
GSM6502847	GSE211822, GSE211826	bb6_ofc_n_atac	Brain	Orbital Frontal Cortex	Neuron	female	39		Bulk ATAC	BA10,11,47	Orbital Frontal Cortex	Prefrontal Cortex	Prefrontal Cortex	Orbitofrontal Cortex
GSM6502848	GSE211822, GSE211826	bb4_pvpc_g_atac	Brain	Posteroventral (Inferior) Parietal Cortex	Non-Neuron	female	30		Bulk ATAC	BA3,2,1	Posteroventral	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502849	GSE211822, GSE211826	bb4_pvpc_n_atac	Brain	Posteroventral (Inferior) Parietal Cortex	Neuron	female	30		Bulk ATAC	BA3,2,1	Posteroventral	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502850	GSE211822, GSE211826	bb5_drn_g_atac	Brain	Dorsal Raphe Nucleus	Non-Neuron	male	34		Bulk ATAC		Dorsal Raphe Nucleus	Brainstem	NA	Dorsal Raphe Nucleus
GSM6502851	GSE211822, GSE211826	bb5_drn_n_atac	Brain	Dorsal Raphe Nucleus	Neuron	male	34		Bulk ATAC		Dorsal Raphe Nucleus	Brainstem	NA	Dorsal Raphe Nucleus
GSM6502852	GSE211822, GSE211826	bb5_cn_g_atac	Brain	Caudate Nucleus	Non-Neuron	male	34		Bulk ATAC		Caudate Nucleus	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM6502853	GSE211822, GSE211826	bb5_cn_n_atac	Brain	Caudate Nucleus	Neuron	male	34		Bulk ATAC		Caudate Nucleus	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM6502854	GSE211822, GSE211826	bb4_amy_g_atac	Brain	Amygdaloid Complex	Non-Neuron	female	30		Bulk ATAC		Amygdaloid Complex	Limbic System	NA	Amygdala
GSM6502855	GSE211822, GSE211826	bb4_amy_n_atac	Brain	Amygdaloid Complex	Neuron	female	30		Bulk ATAC		Amygdaloid Complex	Limbic System	NA	Amygdala
GSM6502856	GSE211822, GSE211826	bb6_pvpc_g_atac	Brain	Posteroventral (Inferior) Parietal Cortex	Non-Neuron	female	39		Bulk ATAC	BA3,2,1	Posteroventral	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502857	GSE211822, GSE211826	bb6_pvpc_n_atac	Brain	Posteroventral (Inferior) Parietal Cortex	Neuron	female	39		Bulk ATAC	BA3,2,1	Posteroventral	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502858	GSE211822, GSE211826	bb5_dlpfc_g_atac	Brain	Dorsolateral Prefrontal Cortex	Non-Neuron	male	34		Bulk ATAC	BA8,9,46	Dorsolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6502859	GSE211822, GSE211826	bb5_dlpfc_n_atac	Brain	Dorsolateral Prefrontal Cortex	Neuron	male	34		Bulk ATAC	BA8,9,46	Dorsolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6502860	GSE211822, GSE211826	bb6_amy_g_atac	Brain	Amygdaloid Complex	Non-Neuron	female	39		Bulk ATAC		Amygdaloid Complex	Limbic System	NA	Amygdala
GSM6502861	GSE211822, GSE211826	bb6_amy_n_atac	Brain	Amygdaloid Complex	Neuron	female	39		Bulk ATAC		Amygdaloid Complex	Limbic System	NA	Amygdala
GSM6502862	GSE211822, GSE211826	bb3_pstc_g_atac	Brain	Posterior Superior Temporal Cortex	Non-Neuron	male	20		Bulk ATAC	BA22,41,42	Posterior Superior Temporal Cortex	Temporal Lobe	NA	Superior Temporal Gyrus
GSM6502863	GSE211822, GSE211826	bb4_pstc_g_atac	Brain	Posterior Superior Temporal Cortex	Non-Neuron	female	30		Bulk ATAC	BA22,41,42	Posterior Superior Temporal Cortex	Temporal Lobe	NA	Superior Temporal Gyrus
GSM6502864	GSE211822, GSE211826	bb4_pstc_n_atac	Brain	Posterior Superior Temporal Cortex	Neuron	female	30		Bulk ATAC	BA22,41,42	Posterior Superior Temporal Cortex	Temporal Lobe	NA	Superior Temporal Gyrus
GSM6502865	GSE211822, GSE211826	bb5_gp_g_atac	Brain	Globus Pallidus	Non-Neuron	male	34		Bulk ATAC		Globus Pallidus	Basal Ganglia	NA	Globus Pallidus
GSM6502866	GSE211822, GSE211826	bb4_nac_g_atac	Brain	Nucleus Accumbens	Non-Neuron	female	30		Bulk ATAC		Nucleus Accumbens	Limbic System	NA	Nucleus Accumbens
GSM6502867	GSE211822, GSE211826	bb4_nac_n_atac	Brain	Nucleus Accumbens	Neuron	female	30		Bulk ATAC		Nucleus Accumbens	Limbic System	NA	Nucleus Accumbens
GSM6502868	GSE211822, GSE211826	bb6_nac_n_atac	Brain	Nucleus Accumbens	Neuron	female	39		Bulk ATAC		Nucleus Accumbens	Limbic System	NA	Nucleus Accumbens
GSM6502869	GSE211822, GSE211826	bb6_pstc_g_atac	Brain	Posterior Superior Temporal Cortex	Non-Neuron	female	39		Bulk ATAC	BA22,41,42	Posterior Superior Temporal Cortex	Temporal Lobe	NA	Superior Temporal Gyrus
GSM6502870	GSE211822, GSE211826	bb6_pstc_n_atac	Brain	Posterior Superior Temporal Cortex	Neuron	female	39		Bulk ATAC	BA22,41,42	Posterior Superior Temporal Cortex	Temporal Lobe	NA	Superior Temporal Gyrus
Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GSM6502872	GSE211822, GSE211826	bb5_pstc_g_atac	Brain	Posterior Superior Temporal Cortex	Non-Neuron	male	34		Bulk ATAC	BA22,41,42	Posterior Superior Temporal Cortex	Temporal Lobe	NA	Superior Temporal Gyrus
GSM6502873	GSE211822, GSE211826	bb5_pstc_n_atac	Brain	Posterior Superior Temporal Cortex	Neuron	male	34		Bulk ATAC	BA22,41,42	Posterior Superior Temporal Cortex	Temporal Lobe	NA	Superior Temporal Gyrus
GSM6502874	GSE211822, GSE211826	bb4_drn_g_atac	Brain	Dorsal Raphe Nucleus	Non-Neuron	female	30		Bulk ATAC		Dorsal Raphe Nucleus	Brainstem	NA	Dorsal Raphe Nucleus
GSM6502875	GSE211822, GSE211826	bb4_cn_g_atac	Brain	Caudate Nucleus	Non-Neuron	female	30		Bulk ATAC		Caudate Nucleus	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM6502876	GSE211822, GSE211826	bb4_cn_n_atac	Brain	Caudate Nucleus	Neuron	female	30		Bulk ATAC		Caudate Nucleus	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM6502877	GSE211822, GSE211826	bb5_hipp_n_atac	Brain	Hippocampus	Neuron	male	34		Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM6502878	GSE211822, GSE211826	bb6_drn_g_atac	Brain	Dorsal Raphe Nucleus	Non-Neuron	female	39		Bulk ATAC		Dorsal Raphe Nucleus	Brainstem	NA	Dorsal Raphe Nucleus
GSM6502879	GSE211822, GSE211826	bb6_drn_n_atac	Brain	Dorsal Raphe Nucleus	Neuron	female	39		Bulk ATAC		Dorsal Raphe Nucleus	Brainstem	NA	Dorsal Raphe Nucleus
GSM6502880	GSE211822, GSE211826	bb4_dlpfc_g_atac	Brain	Dorsolateral Prefrontal Cortex	Non-Neuron	female	30		Bulk ATAC	BA8,9,46	Dorsolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6502881	GSE211822, GSE211826	bb4_dlpfc_n_atac	Brain	Dorsolateral Prefrontal Cortex	Neuron	female	30		Bulk ATAC	BA8,9,46	Dorsolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6502882	GSE211822, GSE211826	bb6_cn_g_atac	Brain	Caudate Nucleus	Non-Neuron	female	39		Bulk ATAC		Caudate Nucleus	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM6502883	GSE211822, GSE211826	bb6_cn_n_atac	Brain	Caudate Nucleus	Neuron	female	39		Bulk ATAC		Caudate Nucleus	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM6502884	GSE211822, GSE211826	bb4_gp_g_atac	Brain	Globus Pallidus	Non-Neuron	female	30		Bulk ATAC		Globus Pallidus	Basal Ganglia	NA	Globus Pallidus
Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GSM6502886	GSE211822, GSE211826	bb6_gp_g_atac	Brain	Globus Pallidus	Non-Neuron	female	39		Bulk ATAC		Globus Pallidus	Basal Ganglia	NA	Globus Pallidus
GSM6502887	GSE211822, GSE211826	bb4_hipp_g_atac	Brain	Hippocampus	Non-Neuron	female	30		Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM6502888	GSE211822, GSE211826	bb5_acc_n_atac	Brain	Anterior Cingulate Cortex	Neuron	male	34		Bulk ATAC	BA24,32,33	Anterior Cingulate Cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GSM6502891	GSE211822, GSE211826	bb4_itc_g_atac	Brain	Inferior Temporal Cortex	Non-Neuron	female	30		Bulk ATAC	BA20	Inferior Temporal Cortex	Temporal Lobe	NA	Inferior Temporal Gyrus
GSM6502892	GSE211822, GSE211826	bb4_itc_n_atac	Brain	Inferior Temporal Cortex	Neuron	female	30		Bulk ATAC	BA20	Inferior Temporal Cortex	Temporal Lobe	NA	Inferior Temporal Gyrus
GSM6502893	GSE211822, GSE211826	bb6_hipp_g_atac	Brain	Hippocampus	Non-Neuron	female	39		Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM6502894	GSE211822, GSE211826	bb6_hipp_n_atac	Brain	Hippocampus	Neuron	female	39		Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM6502895	GSE211822, GSE211826	bb6_itc_g_atac	Brain	Inferior Temporal Cortex	Non-Neuron	female	39		Bulk ATAC	BA20	Inferior Temporal Cortex	Temporal Lobe	NA	Inferior Temporal Gyrus
GSM6502896	GSE211822, GSE211826	bb6_itc_n_atac	Brain	Inferior Temporal Cortex	Neuron	female	39		Bulk ATAC	BA20	Inferior Temporal Cortex	Temporal Lobe	NA	Inferior Temporal Gyrus
Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GSM6502899	GSE211822, GSE211826	bb5_ins_g_atac	Brain	Insula	Non-Neuron	male	34		Bulk ATAC	BA16	Insula	Lateral Sulcus	NA	Insula
GSM6502900	GSE211822, GSE211826	bb5_ins_n_atac	Brain	Insula	Neuron	male	34		Bulk ATAC	BA16	Insula	Lateral Sulcus	NA	Insula
GSM6502901	GSE211822, GSE211826	bb3_acc_g_atac	Brain	Anterior Cingulate Cortex	Non-Neuron	male	20		Bulk ATAC	BA24,32,33	Anterior Cingulate Cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM6502902	GSE211822, GSE211826	bb3_acc_n_atac	Brain	Anterior Cingulate Cortex	Neuron	male	20		Bulk ATAC	BA24,32,33	Anterior Cingulate Cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM6502903	GSE211822, GSE211826	bb5_mdt_g_atac	Brain	Mediodorsal Thalamus	Non-Neuron	male	34		Bulk ATAC		Mediodorsal Thalamus	Thalamus	Mediodorsal Thalamus	NA
GSM6502904	GSE211822, GSE211826	bb5_mdt_n_atac	Brain	Mediodorsal Thalamus	Neuron	male	34		Bulk ATAC		Mediodorsal Thalamus	Thalamus	Mediodorsal Thalamus	NA
GSM6502905	GSE211822, GSE211826	bb4_acc_g_atac	Brain	Anterior Cingulate Cortex	Non-Neuron	female	30		Bulk ATAC	BA24,32,33	Anterior Cingulate Cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM6502906	GSE211822, GSE211826	bb4_acc_n_atac	Brain	Anterior Cingulate Cortex	Neuron	female	30		Bulk ATAC	BA24,32,33	Anterior Cingulate Cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM6502907	GSE211822, GSE211826	bb5_ec_g_atac	Brain	Parahippocampal Cortex/Entorhinal Cortex	Non-Neuron	male	34		Bulk ATAC	BA28,34	Parahippocampal Cortex/Entorhinal Cortex	Temporal Lobe	Medial Temporal Lobe	Parahippocampal Cortex/Entorhinal Cortex
GSM6502908	GSE211822, GSE211826	bb5_ec_n_atac	Brain	Parahippocampal Cortex/Entorhinal Cortex	Neuron	male	34		Bulk ATAC	BA28,34	Parahippocampal Cortex/Entorhinal Cortex	Temporal Lobe	Medial Temporal Lobe	Parahippocampal Cortex/Entorhinal Cortex
Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GSM6502911	GSE211822, GSE211826	bb6_acc_g_atac	Brain	Anterior Cingulate Cortex	Non-Neuron	female	39		Bulk ATAC	BA24,32,33	Anterior Cingulate Cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM6502912	GSE211822, GSE211826	bb6_acc_n_atac	Brain	Anterior Cingulate Cortex	Neuron	female	39		Bulk ATAC	BA24,32,33	Anterior Cingulate Cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM6502913	GSE211822, GSE211826	bb5_pac_g_atac	Brain	Primary Auditory Cortex	Non-Neuron	male	34		Bulk ATAC	BA41,42	Primary Auditory Cortex	Temporal Lobe	NA	Primary Auditory Cortex
GSM6502914	GSE211822, GSE211826	bb5_pac_n_atac	Brain	Primary Auditory Cortex	Neuron	male	34		Bulk ATAC	BA41,42	Primary Auditory Cortex	Temporal Lobe	NA	Primary Auditory Cortex
GSM6502915	GSE211822, GSE211826	bb4_ins_g_atac	Brain	Insula	Non-Neuron	female	30		Bulk ATAC	BA16	Insula	Lateral Sulcus	NA	Insula
GSM6502916	GSE211822, GSE211826	bb4_ins_n_atac	Brain	Insula	Neuron	female	30		Bulk ATAC	BA16	Insula	Lateral Sulcus	NA	Insula
Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GSM6502919	GSE211822, GSE211826	bb5_pmc_g_atac	Brain	Primary Motor Cortex	Non-Neuron	male	34		Bulk ATAC	BA4	Primary Motor Cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM6502920	GSE211822, GSE211826	bb5_pmc_n_atac	Brain	Primary Motor Cortex	Neuron	male	34		Bulk ATAC	BA4	Primary Motor Cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM6502921	GSE211822, GSE211826	bb6_nac_g_atac	Brain	Nucleus Accumbens	Non-Neuron	female	39		Bulk ATAC		Nucleus Accumbens	Limbic System	NA	Nucleus Accumbens
GSM6502922	GSE211822, GSE211826	bb4_mdt_g_atac	Brain	Mediodorsal Thalamus	Non-Neuron	female	30		Bulk ATAC		Mediodorsal Thalamus	Thalamus	Mediodorsal Thalamus	NA
GSM6502923	GSE211822, GSE211826	bb4_mdt_n_atac	Brain	Mediodorsal Thalamus	Neuron	female	30		Bulk ATAC		Mediodorsal Thalamus	Thalamus	Mediodorsal Thalamus	NA
GSM6502924	GSE211822, GSE211826	bb1_ofc_g_atac	Brain	Orbital Frontal Cortex	Non-Neuron	female	20		Bulk ATAC	BA10,11,47	Orbital Frontal Cortex	Prefrontal Cortex	Prefrontal Cortex	Orbitofrontal Cortex
GSM6502925	GSE211822, GSE211826	bb1_ofc_n_atac	Brain	Orbital Frontal Cortex	Neuron	female	20		Bulk ATAC	BA10,11,47	Orbital Frontal Cortex	Prefrontal Cortex	Prefrontal Cortex	Orbitofrontal Cortex
GSM6502926	GSE211822, GSE211826	bb1_pstc_g_atac	Brain	Posterior Superior Temporal Cortex	Non-Neuron	female	20		Bulk ATAC	BA22,41,42	Posterior Superior Temporal Cortex	Temporal Lobe	NA	Superior Temporal Gyrus
GSM6502927	GSE211822, GSE211826	bb1_pstc_n_atac	Brain	Posterior Superior Temporal Cortex	Neuron	female	20		Bulk ATAC	BA22,41,42	Posterior Superior Temporal Cortex	Temporal Lobe	NA	Superior Temporal Gyrus
GSM6502928	GSE211822, GSE211826	bb1_ins_g_atac	Brain	Insula	Non-Neuron	female	20		Bulk ATAC	BA16	Insula	Lateral Sulcus	NA	Insula
GSM6502929	GSE211822, GSE211826	bb1_ins_n_atac	Brain	Insula	Neuron	female	20		Bulk ATAC	BA16	Insula	Lateral Sulcus	NA	Insula
GSM6502930	GSE211822, GSE211826	bb1_hipp_g_atac	Brain	Hippocampus	Non-Neuron	female	20		Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM6502931	GSE211822, GSE211826	bb1_hipp_n_atac	Brain	Hippocampus	Neuron	female	20		Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM6502932	GSE211822, GSE211826	bb1_drn_g_atac	Brain	Dorsal Raphe Nucleus	Non-Neuron	female	20		Bulk ATAC		Dorsal Raphe Nucleus	Brainstem	NA	Dorsal Raphe Nucleus
GSM6502933	GSE211822, GSE211826	bb1_acc_g_atac	Brain	Anterior Cingulate Cortex	Non-Neuron	female	20		Bulk ATAC	BA24,32,33	Anterior Cingulate Cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM6502934	GSE211822, GSE211826	bb1_acc_n_atac	Brain	Anterior Cingulate Cortex	Neuron	female	20		Bulk ATAC	BA24,32,33	Anterior Cingulate Cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM6502935	GSE211822, GSE211826	bb1_ec_g_atac	Brain	Parahippocampal Cortex/Entorhinal Cortex	Non-Neuron	female	20		Bulk ATAC	BA28,34	Parahippocampal Cortex/Entorhinal Cortex	Temporal Lobe	Medial Temporal Lobe	Parahippocampal Cortex/Entorhinal Cortex
GSM6502936	GSE211822, GSE211826	bb1_ec_n_atac	Brain	Parahippocampal Cortex/Entorhinal Cortex	Neuron	female	20		Bulk ATAC	BA28,34	Parahippocampal Cortex/Entorhinal Cortex	Temporal Lobe	Medial Temporal Lobe	Parahippocampal Cortex/Entorhinal Cortex
GSM6502937	GSE211822, GSE211826	bb1_psc_g_atac	Brain	Primary Somatosensory Cortex	Non-Neuron	female	20		Bulk ATAC	BA3,2,1	Primary Somatosensory Cortex	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502938	GSE211822, GSE211826	bb1_psc_n_atac	Brain	Primary Somatosensory Cortex	Neuron	female	20		Bulk ATAC	BA3,2,1	Primary Somatosensory Cortex	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502939	GSE211822, GSE211826	bb1_pvpc_g_atac	Brain	Posteroventral (Inferior) Parietal Cortex	Non-Neuron	female	20		Bulk ATAC	BA3,2,1	Posteroventral	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502940	GSE211822, GSE211826	bb1_vta_g_atac	Brain	Ventral Tegmental Area	Non-Neuron	female	20		Bulk ATAC		Ventral Tegmental Area	NA	NA	NA
GSM6502941	GSE211822, GSE211826	bb1_rmtg_g_atac	Brain	Rostromedial Tegmental Nucl	Non-Neuron	female	20		Bulk ATAC		Rostromedial Tegmental Nucl	NA	NA	NA
GSM6502942	GSE211822, GSE211826	bb1_rmtg_n_atac	Brain	Rostromedial Tegmental Nucl	Neuron	female	20		Bulk ATAC		Rostromedial Tegmental Nucl	NA	NA	NA
GSM6502943	GSE211822, GSE211826	bb1_nac_g_atac	Brain	Nucleus Accumbens	Non-Neuron	female	20		Bulk ATAC		Nucleus Accumbens	Limbic System	NA	Nucleus Accumbens
GSM6502944	GSE211822, GSE211826	bb1_amy_n_atac	Brain	Amygdaloid Complex	Neuron	female	20		Bulk ATAC		Amygdaloid Complex	Limbic System	NA	Amygdala
GSM6502945	GSE211822, GSE211826	bb1_crblm_g_atac	Brain	Cerebellum	Non-Neuron	female	20		Bulk ATAC		Cerebellum	Cerebellum	NA	NA
GSM6502946	GSE211822, GSE211826	bb1_vlpfc_g_atac	Brain	Ventrolateral Prefrontal Cortex	Non-Neuron	female	20		Bulk ATAC	BA45,47	Ventrolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Ventrolateral Prefrontal Cortex
GSM6502947	GSE211822, GSE211826	bb1_vlpfc_n_atac	Brain	Ventrolateral Prefrontal Cortex	Neuron	female	20		Bulk ATAC	BA45,47	Ventrolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Ventrolateral Prefrontal Cortex
GSM6502948	GSE211822, GSE211826	bb1_dlpfc_g_atac	Brain	Dorsolateral Prefrontal Cortex	Non-Neuron	female	20		Bulk ATAC	BA8,9,46	Dorsolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6502949	GSE211822, GSE211826	bb1_dlpfc_n_atac	Brain	Dorsolateral Prefrontal Cortex	Neuron	female	20		Bulk ATAC	BA8,9,46	Dorsolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM6502950	GSE211822, GSE211826	bb1_pmc_g_atac	Brain	Primary Motor Cortex	Non-Neuron	female	20		Bulk ATAC	BA4	Primary Motor Cortex	Frontal Lobe	NA	Primary Motor Cortex
GSM6502951	GSE211822, GSE211826	bb1_itc_n_atac	Brain	Inferior Temporal Cortex	Neuron	female	20		Bulk ATAC	BA20	Inferior Temporal Cortex	Temporal Lobe	NA	Inferior Temporal Gyrus
GSM6502952	GSE211822, GSE211826	bb1_pvc_g_atac	Brain	Primary Visual Cortex	Non-Neuron	female	20		Bulk ATAC	BA17	Primary Visual Cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM6502953	GSE211822, GSE211826	bb1_pvc_n_atac	Brain	Primary Visual Cortex	Neuron	female	20		Bulk ATAC	BA17	Primary Visual Cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM6502954	GSE211822, GSE211826	bb1_pac_g_atac	Brain	Primary Auditory Cortex	Non-Neuron	female	20		Bulk ATAC	BA41,42	Primary Auditory Cortex	Temporal Lobe	NA	Primary Auditory Cortex
GSM6502955	GSE211822, GSE211826	bb1_pac_n_atac	Brain	Primary Auditory Cortex	Neuron	female	20		Bulk ATAC	BA41,42	Primary Auditory Cortex	Temporal Lobe	NA	Primary Auditory Cortex
GSM6502956	GSE211822, GSE211826	bb2_hipp_n_atac	Brain	Hippocampus	Neuron	male	35		Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GSM6502959	GSE211822, GSE211826	bb2_pvpc_g_atac	Brain	Posteroventral (Inferior) Parietal Cortex	Non-Neuron	male	35		Bulk ATAC	BA3,2,1	Posteroventral	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502960	GSE211822, GSE211826	bb2_pvpc_n_atac	Brain	Posteroventral (Inferior) Parietal Cortex	Neuron	male	35		Bulk ATAC	BA3,2,1	Posteroventral	Parietal Lobe	NA	Primary Somatosensory Cortex
GSM6502961	GSE211822, GSE211826	bb2_amy_g_atac	Brain	Amygdaloid Complex	Non-Neuron	male	35		Bulk ATAC		Amygdaloid Complex	Limbic System	NA	Amygdala
GSM6502962	GSE211822, GSE211826	bb2_amy_n_atac	Brain	Amygdaloid Complex	Neuron	male	35		Bulk ATAC		Amygdaloid Complex	Limbic System	NA	Amygdala
GSM6502963	GSE211822, GSE211826	bb2_vlpfc_g_atac	Brain	Ventrolateral Prefrontal Cortex	Non-Neuron	male	35		Bulk ATAC	BA45,47	Ventrolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Ventrolateral Prefrontal Cortex
GSM6502964	GSE211822, GSE211826	bb2_vlpfc_n_atac	Brain	Ventrolateral Prefrontal Cortex	Neuron	male	35		Bulk ATAC	BA45,47	Ventrolateral Prefrontal Cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Ventrolateral Prefrontal Cortex
Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other	Other
GSM6502967	GSE211822, GSE211826	bb2_ec_g_atac	Brain	Parahippocampal Cortex/Entorhinal Cortex	Non-Neuron	male	35		Bulk ATAC	BA28,34	Parahippocampal Cortex/Entorhinal Cortex	Temporal Lobe	Medial Temporal Lobe	Parahippocampal Cortex/Entorhinal Cortex
GSM6502968	GSE211822, GSE211826	bb2_ec_n_atac	Brain	Parahippocampal Cortex/Entorhinal Cortex	Neuron	male	35		Bulk ATAC	BA28,34	Parahippocampal Cortex/Entorhinal Cortex	Temporal Lobe	Medial Temporal Lobe	Parahippocampal Cortex/Entorhinal Cortex
GSM6502969	GSE211822, GSE211826	bb2_nac_g_atac	Brain	Nucleus Accumbens	Non-Neuron	male	35		Bulk ATAC		Nucleus Accumbens	Limbic System	NA	Nucleus Accumbens
GSM6502970	GSE211822, GSE211826	bb2_nac_n_atac	Brain	Nucleus Accumbens	Neuron	male	35		Bulk ATAC		Nucleus Accumbens	Limbic System	NA	Nucleus Accumbens
