sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_characteristics_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_laboratory,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,sample_relation,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,gender,tissue,processed_data_file,genome_build,supplementary_files_format_and_content
nn_104_bulk_rna-seq_,,,,,,,NN_104 [bulk RNA-seq],GSM5363287,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 25,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606134,NONE,GSE176367,0,GSM5363287,female,Tonsil,Gene_Raw_Count_Bulk_RNA-seq.txt,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
nn_276_bulk_rna-seq_,,,,,,,NN_276 [bulk RNA-seq],GSM5363288,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 13,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606156,NONE,GSE176367,0,GSM5363288,male,Tonsil,Gene_Raw_Count_Bulk_RNA-seq.txt,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
nkp44_100_bulk_rna-seq_,,,,,,,NKP44_100 [bulk RNA-seq],GSM5363289,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 5,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606133,NONE,GSE176367,0,GSM5363289,female,Tonsil,Gene_Raw_Count_Bulk_RNA-seq.txt,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
nkp44_102_bulk_rna-seq_,,,,,,,NKP44_102 [bulk RNA-seq],GSM5363290,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 6,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606132,NONE,GSE176367,0,GSM5363290,male,Tonsil,Gene_Raw_Count_Bulk_RNA-seq.txt,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
nkp44_104_bulk_rna-seq_,,,,,,,NKP44_104 [bulk RNA-seq],GSM5363291,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 25,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606162,NONE,GSE176367,0,GSM5363291,female,Tonsil,Gene_Raw_Count_Bulk_RNA-seq.txt,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
nkp44_276_bulk_rna-seq_,,,,,,,NKP44_276 [bulk RNA-seq],GSM5363292,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 13,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606161,NONE,GSE176367,0,GSM5363292,male,Tonsil,Gene_Raw_Count_Bulk_RNA-seq.txt,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
ilc1_100_bulk_rna-seq_,,,,,,,ILC1_100 [bulk RNA-seq],GSM5363293,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 5,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606160,NONE,GSE176367,0,GSM5363293,female,Tonsil,Gene_Raw_Count_Bulk_RNA-seq.txt,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
ilc1_102_bulk_rna-seq_,,,,,,,ILC1_102 [bulk RNA-seq],GSM5363294,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 6,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606159,NONE,GSE176367,0,GSM5363294,male,Tonsil,Gene_Raw_Count_Bulk_RNA-seq.txt,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
ilc1_104_bulk_rna-seq_,,,,,,,ILC1_104 [bulk RNA-seq],GSM5363295,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 25,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606147,NONE,GSE176367,0,GSM5363295,female,Tonsil,Gene_Raw_Count_Bulk_RNA-seq.txt,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
ilc1_276_bulk_rna-seq_,,,,,,,ILC1_276 [bulk RNA-seq],GSM5363296,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 13,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606146,NONE,GSE176367,0,GSM5363296,male,Tonsil,Gene_Raw_Count_Bulk_RNA-seq.txt,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
ilc2_100_bulk_rna-seq_,,,,,,,ILC2_100 [bulk RNA-seq],GSM5363297,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 5,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606173,NONE,GSE176367,0,GSM5363297,female,Tonsil,Gene_Raw_Count_Bulk_RNA-seq.txt,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
ilc2_102_bulk_rna-seq_,,,,,,,ILC2_102 [bulk RNA-seq],GSM5363298,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 6,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606172,NONE,GSE176367,0,GSM5363298,male,Tonsil,Gene_Raw_Count_Bulk_RNA-seq.txt,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
ilc2_104_bulk_rna-seq_,,,,,,,ILC2_104 [bulk RNA-seq],GSM5363299,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 25,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606171,NONE,GSE176367,0,GSM5363299,female,Tonsil,Gene_Raw_Count_Bulk_RNA-seq.txt,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
ilc2_276_bulk_rna-seq_,,,,,,,ILC2_276 [bulk RNA-seq],GSM5363300,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 13,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606170,NONE,GSE176367,0,GSM5363300,male,Tonsil,Gene_Raw_Count_Bulk_RNA-seq.txt,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
pp_44_bulk_atac-seq_,,,,,,,PP_44 [bulk ATAC-seq],GSM5363301,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 14,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606169,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5363nnn/GSM5363301/suppl/GSM5363301_PP_44.bed.gz,GSE176367,0,GSM5363301,male,Tonsil,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
pp_69_bulk_atac-seq_,,,,,,,PP_69 [bulk ATAC-seq],GSM5363302,Public on Feb 17 2022,Jun 08 2021,Feb 17 2022,SRA,1,Tonsil,Homo sapiens,9606,age (y): 12,total RNA,"For bulk RNA-seq, the Takara kit SMART-seq v4 Ultra Low Input RNA was used, following the manufacturer’s instructions with slight modifications according to our sample requirements. We sorted 500 cells (=1.5ul) of the desired subsets on 13.5 µL of lysis buffer (8 µL of water and 1 ul of 10x Reaction buffer, making a total volume of 10.5 µL after sorting, following protocol’s recommendations). Subsequently, we modified the protocol by immediately adding to the mix 2 µL of 3´SMART-seq CDS Primer I ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,other,transcriptomic,ATAC-seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN19606168,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5363nnn/GSM5363302/suppl/GSM5363302_PP_69.bed.gz,GSE176367,0,GSM5363302,male,Tonsil,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotationsATAC-seq peaks were identified by using the HOMER tool
