sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_treatment_protocol_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,disorder,age,gender,genome_build,supplementary_files_format_and_content,biosample,sra
nipblwt_primary_dissociated_cortical_neuron_rep1,,,,,,,NipblWT primary dissociated cortical neuron Rep1,GSM4914597,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary dissociated cortical neuron,Mus musculus,10090,,total RNA,"Total RNA was obtained in parallel from dissociated cortical neurons at DIV10 with QIAshredder and RNeasy mini kit (Qiagen)., RNA-seq libraries were prepared from 600 ng of total RNA (RNA integrity number (RIN) >8.0) with TruSeq Stranded Total RNA Human/Mouse/Rat kit (Illumina).",WT_Rep1,"Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome UCSC mm9 using Tophat2 with arguments  “--library-type fr-firststrand”, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914597,NONE,"GSE150130, GSE161796",0,SRX9531459,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834526,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531459
nipblwt_primary_dissociated_cortical_neuron_rep2,,,,,,,NipblWT primary dissociated cortical neuron Rep2,GSM4914598,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary dissociated cortical neuron,Mus musculus,10090,,total RNA,"Total RNA was obtained in parallel from dissociated cortical neurons at DIV10 with QIAshredder and RNeasy mini kit (Qiagen)., RNA-seq libraries were prepared from 600 ng of total RNA (RNA integrity number (RIN) >8.0) with TruSeq Stranded Total RNA Human/Mouse/Rat kit (Illumina).",WT_Rep2,"Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome UCSC mm9 using Tophat2 with arguments  “--library-type fr-firststrand”, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914598,NONE,"GSE150130, GSE161796",0,SRX9531460,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834525,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531460
nipblwt_primary_dissociated_cortical_neuron_rep3,,,,,,,NipblWT primary dissociated cortical neuron Rep3,GSM4914599,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary dissociated cortical neuron,Mus musculus,10090,,total RNA,"Total RNA was obtained in parallel from dissociated cortical neurons at DIV10 with QIAshredder and RNeasy mini kit (Qiagen)., RNA-seq libraries were prepared from 600 ng of total RNA (RNA integrity number (RIN) >8.0) with TruSeq Stranded Total RNA Human/Mouse/Rat kit (Illumina).",WT_Rep3,"Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome UCSC mm9 using Tophat2 with arguments  “--library-type fr-firststrand”, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914599,NONE,"GSE150130, GSE161796",0,SRX9531461,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834524,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531461
nipblhet_primary_dissociated_cortical_neuron_rep1,,,,,,,NipblHET primary dissociated cortical neuron Rep1,GSM4914600,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary dissociated cortical neuron,Mus musculus,10090,,total RNA,"Total RNA was obtained in parallel from dissociated cortical neurons at DIV10 with QIAshredder and RNeasy mini kit (Qiagen)., RNA-seq libraries were prepared from 600 ng of total RNA (RNA integrity number (RIN) >8.0) with TruSeq Stranded Total RNA Human/Mouse/Rat kit (Illumina).",NipblHet_Rep1,"Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome UCSC mm9 using Tophat2 with arguments  “--library-type fr-firststrand”, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914600,NONE,"GSE150130, GSE161796",0,SRX9531462,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834523,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531462
nipblhet_primary_dissociated_cortical_neuron_rep2,,,,,,,NipblHET primary dissociated cortical neuron Rep2,GSM4914601,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary dissociated cortical neuron,Mus musculus,10090,,total RNA,"Total RNA was obtained in parallel from dissociated cortical neurons at DIV10 with QIAshredder and RNeasy mini kit (Qiagen)., RNA-seq libraries were prepared from 600 ng of total RNA (RNA integrity number (RIN) >8.0) with TruSeq Stranded Total RNA Human/Mouse/Rat kit (Illumina).",NipblHet_Rep2,"Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome UCSC mm9 using Tophat2 with arguments  “--library-type fr-firststrand”, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914601,NONE,"GSE150130, GSE161796",0,SRX9531463,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834522,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531463
nipblhet_primary_dissociated_cortical_neuron_rep3,,,,,,,NipblHET primary dissociated cortical neuron Rep3,GSM4914602,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary dissociated cortical neuron,Mus musculus,10090,,total RNA,"Total RNA was obtained in parallel from dissociated cortical neurons at DIV10 with QIAshredder and RNeasy mini kit (Qiagen)., RNA-seq libraries were prepared from 600 ng of total RNA (RNA integrity number (RIN) >8.0) with TruSeq Stranded Total RNA Human/Mouse/Rat kit (Illumina).",NipblHet_Rep3,"Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome UCSC mm9 using Tophat2 with arguments  “--library-type fr-firststrand”, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914602,NONE,"GSE150130, GSE161796",0,SRX9531464,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834521,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531464
rad21tev+1ugdox24h_6dwash_primary_neuron_culture_rep1,,,,,,,Rad21tev+1UGDOX24H_6DWASH_primary_neuron_culture Rep1,GSM4914603,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 1ug/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 24 hours, and samples collected 7 days following beginning of treatment",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...",TEV_1UGDOX24H_6DWASH_Rep1,"Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914603,NONE,"GSE150130, GSE161797",0,SRX9531513,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834496,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531513
rad21tev+1ugdox24h_6dwash_primary_neuron_culture_rep2,,,,,,,Rad21tev+1UGDOX24H_6DWASH_primary_neuron_culture Rep2,GSM4914604,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 1ug/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 24 hours, and samples collected 7 days following beginning of treatment",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...",TEV_1UGDOX24H_6DWASH_Rep2,"Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914604,NONE,"GSE150130, GSE161797",0,SRX9531514,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834527,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531514
rad21tev+1ugdox24h_6dwash_primary_neuron_culture_rep3,,,,,,,Rad21tev+1UGDOX24H_6DWASH_primary_neuron_culture Rep3,GSM4914605,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 1ug/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 24 hours, and samples collected 7 days following beginning of treatment",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...",TEV_1UGDOX24H_6DWASH_Rep3,"Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914605,NONE,"GSE150130, GSE161797",0,SRX9531515,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834495,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531515
rad21tev+veh24h_6dwash_primary_neuron_culture_rep1,,,,,,,Rad21tev+VEH24H_6DWASH_primary_neuron_culture Rep1,GSM4914606,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 1ug/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 24 hours, and samples collected 7 days following beginning of treatment",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...",TEV_VEH24H_6DWASH_Rep1,"Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914606,NONE,"GSE150130, GSE161797",0,SRX9531516,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834494,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531516
rad21tev+veh24h_6dwash_primary_neuron_culture_rep2,,,,,,,Rad21tev+VEH24H_6DWASH_primary_neuron_culture Rep2,GSM4914607,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 1ug/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 24 hours, and samples collected 7 days following beginning of treatment",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...",TEV_VEH24H_6DWASH_Rep2,"Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914607,NONE,"GSE150130, GSE161797",0,SRX9531517,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834493,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531517
rad21tev+veh24h_6dwash_primary_neuron_culture_rep3,,,,,,,Rad21tev+VEH24H_6DWASH_primary_neuron_culture Rep3,GSM4914608,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 1ug/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 24 hours, and samples collected 7 days following beginning of treatment",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...",TEV_VEH24H_6DWASH_Rep3,"Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914608,NONE,"GSE150130, GSE161797",0,SRX9531518,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834492,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531518
rad21tev+4oht_72h_primary_neuron_culture_rep1,,,,,,,Rad21tev+4OHT_72h_primary_neuron_culture Rep1,GSM4914625,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,On DIV10 500nM 4-hydroxy tamoxifen or ethanol (as indicated in each individual sample) was added to the cells for 24 or 72 hours as indicated.,total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (polyA enrichment), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 100bp reads per  ...","RNA-seq of tamoxifen-treated Rad21-Tev primary neuron transduced with ERT2-TEV, TEV_4OHT_72H_Rep1","Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome mm9 using Tophat2 with arguments  “--library-type fr-firststrand --b2-very-sensitive --b2-L 25” with gene annotation from Ensembl version 67, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914625,NONE,"GSE150129, GSE150130",0,SRX9531536,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834610,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531536
rad21tev+4oht_72h_primary_neuron_culture_rep2,,,,,,,Rad21tev+4OHT_72h_primary_neuron_culture Rep2,GSM4914626,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,On DIV10 500nM 4-hydroxy tamoxifen or ethanol (as indicated in each individual sample) was added to the cells for 24 or 72 hours as indicated.,total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (polyA enrichment), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 100bp reads per  ...","RNA-seq of tamoxifen-treated Rad21-Tev primary neuron transduced with ERT2-TEV, TEV_4OHT_72H_Rep2","Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome mm9 using Tophat2 with arguments  “--library-type fr-firststrand --b2-very-sensitive --b2-L 25” with gene annotation from Ensembl version 67, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914626,NONE,"GSE150129, GSE150130",0,SRX9531537,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834609,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531537
rad21tev+4oht_72h_primary_neuron_culture_rep3,,,,,,,Rad21tev+4OHT_72h_primary_neuron_culture Rep3,GSM4914627,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,On DIV10 500nM 4-hydroxy tamoxifen or ethanol (as indicated in each individual sample) was added to the cells for 24 or 72 hours as indicated.,total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (polyA enrichment), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 100bp reads per  ...","RNA-seq of tamoxifen-treated Rad21-Tev primary neuron transduced with ERT2-TEV, TEV_4OHT_72H_Rep3","Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome mm9 using Tophat2 with arguments  “--library-type fr-firststrand --b2-very-sensitive --b2-L 25” with gene annotation from Ensembl version 67, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914627,NONE,"GSE150129, GSE150130",0,SRX9531538,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834608,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531538
rad21tev+etoh_72h_primary_neuron_culture_rep1,,,,,,,Rad21tev+etoh_72h_primary_neuron_culture Rep1,GSM4914628,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,On DIV10 500nM 4-hydroxy tamoxifen or ethanol (as indicated in each individual sample) was added to the cells for 24 or 72 hours as indicated.,total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (polyA enrichment), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 100bp reads per  ...","RNA-seq of ethanol-treated Rad21-Tev primary neuron transduced with ERT2-TEV, TEV_ETOH_72H_Rep1","Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome mm9 using Tophat2 with arguments  “--library-type fr-firststrand --b2-very-sensitive --b2-L 25” with gene annotation from Ensembl version 67, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914628,NONE,"GSE150129, GSE150130",0,SRX9531539,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834607,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531539
rad21tev+etoh_72h_primary_neuron_culture_rep2,,,,,,,Rad21tev+etoh_72h_primary_neuron_culture Rep2,GSM4914629,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,On DIV10 500nM 4-hydroxy tamoxifen or ethanol (as indicated in each individual sample) was added to the cells for 24 or 72 hours as indicated.,total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (polyA enrichment), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 100bp reads per  ...","RNA-seq of ethanol-treated Rad21-Tev primary neuron transduced with ERT2-TEV, TEV_ETOH_72H_Rep2","Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome mm9 using Tophat2 with arguments  “--library-type fr-firststrand --b2-very-sensitive --b2-L 25” with gene annotation from Ensembl version 67, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914629,NONE,"GSE150129, GSE150130",0,SRX9531540,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834606,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531540
rad21tev+etoh_72h_primary_neuron_culture_rep3,,,,,,,Rad21tev+etoh_72h_primary_neuron_culture Rep3,GSM4914630,Public on Feb 28 2021,Nov 19 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,On DIV10 500nM 4-hydroxy tamoxifen or ethanol (as indicated in each individual sample) was added to the cells for 24 or 72 hours as indicated.,total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (polyA enrichment), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 100bp reads per  ...","RNA-seq of ethanol-treated Rad21-Tev primary neuron transduced with ERT2-TEV, TEV_ETOH_72H_Rep3","Illumina CASAVA 1.8.4 software used for basecalling., The reads were aligned to mouse genome mm9 using Tophat2 with arguments  “--library-type fr-firststrand --b2-very-sensitive --b2-L 25” with gene annotation from Ensembl version 67, Number of reads counts on exons were summarised using Rsubread.",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4914630,NONE,"GSE150129, GSE150130",0,SRX9531541,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN16834605,https://www.ncbi.nlm.nih.gov/sra?term=SRX9531541
