sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_treatment_protocol_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_platform_id,sample_contact_name,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,subject_status,tissue,cell_type,activation,chip_antibody,genome_build,supplementary_files_format_and_content,biosample,sra
rna-seq_act_5_h_+_a-fos_rep1,,,,,,,RNA-seq_Act.5 h + A-FOS _rep1,GSM3258614,Public on Oct 16 2019,Jul 05 2018,Oct 19 2019,SRA,1,RNA-seq_Act.5 h + A-FOS,Homo sapiens,9606,"Naïve T cells are pulsed wit A-FOS protein by Neon electroporator and activated, Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",total RNA,"Total RNA was isolated with the Aurum™ Total RNA Mini Kit (BIO-RAD, cat#7326820) including on-column DNaseI digest., PolyA selection and fragmentation of RNA were performed according to the TruSeqTM Stranded polyA RNA Sample Preparation Guide from Illumina. The fragmented RNA was subjected to first-strand cDNA synthesis. For second-strand cDNA synthesis and adapter ligation, the IP-Star® Compact automation system was used. After that, library construction was performed according to the Illumina  ...",BioWardrobe ID: 5356,GPL16791,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3258614,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3258nnn/GSM3258614/suppl/GSM3258614_RNA_E5h_A-FOSProtein_072817.csv.gz,"GSE116697, GSE116698",0,SRX4345407,healthy donor,peripheral blood,primary naive CD4 T cells,Act. 5 h with anti-CD3 and -CD28 antibodies,,hg19,Table contains RPKM values produced by BioWardrobe,https://www.ncbi.nlm.nih.gov/biosample/SAMN09621076,https://www.ncbi.nlm.nih.gov/sra?term=SRX4345407
rna-seq_act_5_h_+_a-fos_rep2,,,,,,,RNA-seq_Act.5 h + A-FOS _rep2,GSM3258615,Public on Oct 16 2019,Jul 05 2018,Oct 19 2019,SRA,1,RNA-seq_Act.5 h + A-FOS,Homo sapiens,9606,"Naïve T cells are pulsed wit A-FOS protein by Neon electroporator and activated, Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",total RNA,"Total RNA was isolated with the Aurum™ Total RNA Mini Kit (BIO-RAD, cat#7326820) including on-column DNaseI digest., PolyA selection and fragmentation of RNA were performed according to the TruSeqTM Stranded polyA RNA Sample Preparation Guide from Illumina. The fragmented RNA was subjected to first-strand cDNA synthesis. For second-strand cDNA synthesis and adapter ligation, the IP-Star® Compact automation system was used. After that, library construction was performed according to the Illumina  ...",BioWardrobe ID: 5416,GPL16791,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM3258615,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3258nnn/GSM3258615/suppl/GSM3258615_RNA_E5h_A-FOSProtein_081517_combined.csv.gz,"GSE116697, GSE116698",0,SRX4345408,healthy donor,peripheral blood,primary naive CD4 T cells,Act. 5 h with anti-CD3 and -CD28 antibodies,,hg19,Table contains RPKM values produced by BioWardrobe,https://www.ncbi.nlm.nih.gov/biosample/SAMN09621075,https://www.ncbi.nlm.nih.gov/sra?term=SRX4345408
cfos_act_5_h_+_gfp_with_fly_dna,,,,,,,cFOS_Act.5 h + GFP_with_fly_DNA,GSM4106146,Public on Oct 16 2019,Oct 03 2019,Oct 17 2019,SRA,1,E5h_GFP_cFOS_060619_with_flyDNA,Homo sapiens,9606,"Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",genomic DNA,"Chromatin was immunoprecipitated with antibody and tagmented with nextera transposome (illumina) according to the ChIPmentation protocol in Schmidl et al (PBMD: 26280331)., Libraries were prepared by chipmentation.",Naïve T cells are pulsed wit GFP protein by Neon electroporator and activated. Immunoprecipitated DNA was added with drosophila genomic DNA before library amplification.,GPL20301,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4106nnn/GSM4106146/suppl/GSM4106146_E5h_GFP_cFOS_060619_with_flyDNA.csv.gz,"GSE116695, GSE116698",0,GSM4106146,,,Primary naive CD4 T cells from peripheral blood,,cFOS Santa Cruz Biotechnology #sc-7202,hg19,List of islands called by MACS2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12906036,
cfos_act_5_h_+_a-fos_with_fly_dna,,,,,,,cFOS_Act.5 h + A-FOS_with_fly_DNA,GSM4106147,Public on Oct 16 2019,Oct 03 2019,Oct 17 2019,SRA,1,E5h_A-FOS_cFOS_060619_with_flyDNA,Homo sapiens,9606,"Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",genomic DNA,"Chromatin was immunoprecipitated with antibody and tagmented with nextera transposome (illumina) according to the ChIPmentation protocol in Schmidl et al (PBMD: 26280331)., Libraries were prepared by chipmentation.",Naïve T cells are pulsed wit GFP protein by Neon electroporator and activated. Immunoprecipitated DNA was added with drosophila genomic DNA before library amplification.,GPL20301,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4106nnn/GSM4106147/suppl/GSM4106147_E5h_A-FOS_cFOS_060619_with_flyDNA.csv.gz,"GSE116695, GSE116698",0,GSM4106147,,,Primary naive CD4 T cells from peripheral blood,,cFOS Santa Cruz Biotechnology #sc-7202,hg19,List of islands called by MACS2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12906035,
junb_act_5_h_+_gfp_with_fly_dna,,,,,,,JunB_Act.5 h + GFP_with_fly_DNA,GSM4106148,Public on Oct 16 2019,Oct 03 2019,Oct 17 2019,SRA,1,E5h_GFP_JunB_060619_with_flyDNA,Homo sapiens,9606,"Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",genomic DNA,"Chromatin was immunoprecipitated with antibody and tagmented with nextera transposome (illumina) according to the ChIPmentation protocol in Schmidl et al (PBMD: 26280331)., Libraries were prepared by chipmentation.",Naïve T cells are pulsed wit GFP protein by Neon electroporator and activated. Immunoprecipitated DNA was added with drosophila genomic DNA before library amplification.,GPL20301,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4106nnn/GSM4106148/suppl/GSM4106148_E5h_GFP_JunB_060619_with_flyDNA.csv.gz,"GSE116695, GSE116698",0,GSM4106148,,,Primary naive CD4 T cells from peripheral blood,,JUNB Cell Signaling #3753,hg19,List of islands called by MACS2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12906034,
junb_act_5_h_+_a-fos_with_fly_dna,,,,,,,JunB_Act.5 h + A-FOS_with_fly_DNA,GSM4106149,Public on Oct 16 2019,Oct 03 2019,Oct 17 2019,SRA,1,E5h_A-FOS_JunB_060619_with_flyDNA,Homo sapiens,9606,"Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",genomic DNA,"Chromatin was immunoprecipitated with antibody and tagmented with nextera transposome (illumina) according to the ChIPmentation protocol in Schmidl et al (PBMD: 26280331)., Libraries were prepared by chipmentation.",Naïve T cells are pulsed wit GFP protein by Neon electroporator and activated. Immunoprecipitated DNA was added with drosophila genomic DNA before library amplification.,GPL20301,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4106nnn/GSM4106149/suppl/GSM4106149_E5h_A-FOS_JunB_060619_with_flyDNA.csv.gz,"GSE116695, GSE116698",0,GSM4106149,,,Primary naive CD4 T cells from peripheral blood,,JUNB Cell Signaling #3753,hg19,List of islands called by MACS2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12906033,
cfos_naive_with_fly_dna,,,,,,,cFOS_Naive_with_fly_DNA,GSM4106150,Public on Oct 16 2019,Oct 03 2019,Oct 17 2019,SRA,1,Naive_cFOS_060619_with_flyDNA,Homo sapiens,9606,"Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",genomic DNA,"Chromatin was immunoprecipitated with antibody and tagmented with nextera transposome (illumina) according to the ChIPmentation protocol in Schmidl et al (PBMD: 26280331)., Libraries were prepared by chipmentation.",Immunoprecipitated DNA was added with drosophila genomic DNA before library amplification.,GPL20301,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4106nnn/GSM4106150/suppl/GSM4106150_Naive_cFOS_060619_with_flyDNA.csv.gz,"GSE116695, GSE116698",0,GSM4106150,,,Primary naive CD4 T cells from peripheral blood,,cFOS Santa Cruz Biotechnology #sc-7202,hg19,List of islands called by MACS2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12906032,
cfos_act_5_h_with_fly_dna,,,,,,,cFOS_Act.5 h_with_fly_DNA,GSM4106151,Public on Oct 16 2019,Oct 03 2019,Oct 17 2019,SRA,1,E5h_cFOS_060619_with_flyDNA,Homo sapiens,9606,"Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",genomic DNA,"Chromatin was immunoprecipitated with antibody and tagmented with nextera transposome (illumina) according to the ChIPmentation protocol in Schmidl et al (PBMD: 26280331)., Libraries were prepared by chipmentation.",Immunoprecipitated DNA was added with drosophila genomic DNA before library amplification.,GPL20301,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4106nnn/GSM4106151/suppl/GSM4106151_E5h_cFOS_060619_with_flyDNA.csv.gz,"GSE116695, GSE116698",0,GSM4106151,,,Primary naive CD4 T cells from peripheral blood,,cFOS Santa Cruz Biotechnology #sc-7202,hg19,List of islands called by MACS2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12906031,
cfos_act_5_h_with_fly_dna_without_cd28,,,,,,,cFOS_Act.5 h_with_fly_DNA_without_CD28,GSM4106152,Public on Oct 16 2019,Oct 03 2019,Oct 17 2019,SRA,1,A5h_cFOS_060619_with_flyDNA,Homo sapiens,9606,"Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",genomic DNA,"Chromatin was immunoprecipitated with antibody and tagmented with nextera transposome (illumina) according to the ChIPmentation protocol in Schmidl et al (PBMD: 26280331)., Libraries were prepared by chipmentation.",Immunoprecipitated DNA was added with drosophila genomic DNA before library amplification.,GPL20301,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4106nnn/GSM4106152/suppl/GSM4106152_A5h_cFOS_060619_with_flyDNA.csv.gz,"GSE116695, GSE116698",0,GSM4106152,,,Primary naive CD4 T cells from peripheral blood,,cFOS Santa Cruz Biotechnology #sc-7202,hg19,List of islands called by MACS2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12906030,
junb_naive_with_fly_dna,,,,,,,JUNB_Naive_with_fly_DNA,GSM4106153,Public on Oct 16 2019,Oct 03 2019,Oct 17 2019,SRA,1,Naive_JunB_060619_with_flyDNA,Homo sapiens,9606,"Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",genomic DNA,"Chromatin was immunoprecipitated with antibody and tagmented with nextera transposome (illumina) according to the ChIPmentation protocol in Schmidl et al (PBMD: 26280331)., Libraries were prepared by chipmentation.",Immunoprecipitated DNA was added with drosophila genomic DNA before library amplification.,GPL20301,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4106nnn/GSM4106153/suppl/GSM4106153_Naive_JunB_060619_with_flyDNA.csv.gz,"GSE116695, GSE116698",0,GSM4106153,,,Primary naive CD4 T cells from peripheral blood,,JUNB Cell Signaling #3753,hg19,List of islands called by MACS2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12906029,
junb_act_5_h_with_fly_dna,,,,,,,JUNB_Act.5 h_with_fly_DNA,GSM4106154,Public on Oct 16 2019,Oct 03 2019,Oct 17 2019,SRA,1,E5h_JunB_060619_with_flyDNA,Homo sapiens,9606,"Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",genomic DNA,"Chromatin was immunoprecipitated with antibody and tagmented with nextera transposome (illumina) according to the ChIPmentation protocol in Schmidl et al (PBMD: 26280331)., Libraries were prepared by chipmentation.",Immunoprecipitated DNA was added with drosophila genomic DNA before library amplification.,GPL20301,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4106nnn/GSM4106154/suppl/GSM4106154_E5h_JunB_060619_with_flyDNA.csv.gz,"GSE116695, GSE116698",0,GSM4106154,,,Primary naive CD4 T cells from peripheral blood,,JUNB Cell Signaling #3753,hg19,List of islands called by MACS2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12906028,
junb_act_5_h_with_fly_dna_without_cd28,,,,,,,JUNB_Act.5 h_with_fly_DNA_without_CD28,GSM4106155,Public on Oct 16 2019,Oct 03 2019,Oct 17 2019,SRA,1,A5h_JunB_060619_with_flyDNA,Homo sapiens,9606,"Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",genomic DNA,"Chromatin was immunoprecipitated with antibody and tagmented with nextera transposome (illumina) according to the ChIPmentation protocol in Schmidl et al (PBMD: 26280331)., Libraries were prepared by chipmentation.",Immunoprecipitated DNA was added with drosophila genomic DNA before library amplification.,GPL20301,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4106nnn/GSM4106155/suppl/GSM4106155_A5h_JunB_060619_with_flyDNA.csv.gz,"GSE116695, GSE116698",0,GSM4106155,,,Primary naive CD4 T cells from peripheral blood,,JUNB Cell Signaling #3753,hg19,List of islands called by MACS2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12906027,
nfat1_naive_with_fly_dna,,,,,,,NFAT1_Naive_with_fly_DNA,GSM4106156,Public on Oct 16 2019,Oct 03 2019,Oct 17 2019,SRA,1,Naive_NFAT1_060619_with_flyDNA,Homo sapiens,9606,"Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",genomic DNA,"Chromatin was immunoprecipitated with antibody and tagmented with nextera transposome (illumina) according to the ChIPmentation protocol in Schmidl et al (PBMD: 26280331)., Libraries were prepared by chipmentation.",Immunoprecipitated DNA was added with drosophila genomic DNA before library amplification.,GPL20301,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4106nnn/GSM4106156/suppl/GSM4106156_Naive_NFAT1_060619_with_flyDNA.csv.gz,"GSE116695, GSE116698",0,GSM4106156,,,Primary naive CD4 T cells from peripheral blood,,NFAT1 Cell Signaling #5861,hg19,List of islands called by MACS2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12906026,
nfat1_act_5_h_with_fly_dna,,,,,,,NFAT1_Act.5 h_with_fly_DNA,GSM4106157,Public on Oct 16 2019,Oct 03 2019,Oct 17 2019,SRA,1,E5h_NFAT1_060619_with_flyDNA,Homo sapiens,9606,"Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",genomic DNA,"Chromatin was immunoprecipitated with antibody and tagmented with nextera transposome (illumina) according to the ChIPmentation protocol in Schmidl et al (PBMD: 26280331)., Libraries were prepared by chipmentation.",Immunoprecipitated DNA was added with drosophila genomic DNA before library amplification.,GPL20301,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4106nnn/GSM4106157/suppl/GSM4106157_E5h_NFAT1_060619_with_flyDNA.csv.gz,"GSE116695, GSE116698",0,GSM4106157,,,Primary naive CD4 T cells from peripheral blood,,NFAT1 Cell Signaling #5861,hg19,List of islands called by MACS2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12906025,
nfat1_act_5_h_with_fly_dna_without_cd28,,,,,,,NFAT1_Act.5 h_with_fly_DNA_without_CD28,GSM4106158,Public on Oct 16 2019,Oct 03 2019,Oct 17 2019,SRA,1,A5h_NFAT1_060619_with_flyDNA,Homo sapiens,9606,"Activation was performed with Anti-CD3 and -CD28 beads for  5, 24, and 60h",genomic DNA,"Chromatin was immunoprecipitated with antibody and tagmented with nextera transposome (illumina) according to the ChIPmentation protocol in Schmidl et al (PBMD: 26280331)., Libraries were prepared by chipmentation.",Immunoprecipitated DNA was added with drosophila genomic DNA before library amplification.,GPL20301,"Artem,,Barski",Allergy,Cincinnati Children's Hospital,3333 Burnet Av,Cincinnati,OH,45229,USA,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4106nnn/GSM4106158/suppl/GSM4106158_A5h_NFAT1_060619_with_flyDNA.csv.gz,"GSE116695, GSE116698",0,GSM4106158,,,Primary naive CD4 T cells from peripheral blood,,NFAT1 Cell Signaling #5861,hg19,List of islands called by MACS2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12906024,
