sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_description,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,chip_antibody,chip_antibody_vendor,chip_antibody_cat_,chip_antibody_lot_batch_,genome_build,biosample,sra
hoxb13_nki_19_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856288,SRX8406540,HOXB13_NKI_19_N,GSM4569919,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_19_HOXB13_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569919,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569919/suppl/GSM4569919_HOXB13_NKI_19_N.bw,GSE130408,0,SRX8406540,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032454,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406540
hoxb13_nki_23_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856289,SRX8406541,HOXB13_NKI_23_N,GSM4569920,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_23_HOXB13_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569920,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569920/suppl/GSM4569920_HOXB13_NKI_23_N.bw,GSE130408,0,SRX8406541,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032453,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406541
hoxb13_nki_25_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856290,SRX8406542,HOXB13_NKI_25_N,GSM4569921,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_25_HOXB13_Healthy_rep2,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569921,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569921/suppl/GSM4569921_HOXB13_NKI_25_N.bw,GSE130408,0,SRX8406542,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032452,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406542
hoxb13_nki_27_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856291,SRX8406543,HOXB13_NKI_27_N,GSM4569922,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_27_HOXB13_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569922,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569922/suppl/GSM4569922_HOXB13_NKI_27_N.bw,GSE130408,0,SRX8406543,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032445,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406543
hoxb13_nki_29_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856292,SRX8406544,HOXB13_NKI_29_N,GSM4569923,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_29_HOXB13_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569923,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569923/suppl/GSM4569923_HOXB13_NKI_29_N.bw,GSE130408,0,SRX8406544,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032444,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406544
hoxb13_df_2078_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856293,SRX8406545,HOXB13_DF_2078_T,GSM4569924,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,HOXB13_2078_T,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569924,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569924/suppl/GSM4569924_HOXB13_DF_2078_T.bw,GSE130408,0,SRX8406545,localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032414,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406545
hoxb13_df_2030_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856294,SRX8406546,HOXB13_DF_2030_T,GSM4569925,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,HOXB13_2030_T,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569925,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569925/suppl/GSM4569925_HOXB13_DF_2030_T.bw,GSE130408,0,SRX8406546,localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032413,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406546
hoxb13_df_2483_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856295,SRX8406547,HOXB13_DF_2483_T,GSM4569926,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,HOXB13_2483_T,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569926,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569926/suppl/GSM4569926_HOXB13_DF_2483_T.bw,GSE130408,0,SRX8406547,localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032412,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406547
hoxb13_df_2484_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856296,SRX8406299,HOXB13_DF_2484_T,GSM4569927,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,HOXB13_2484_T,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569927,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569927/suppl/GSM4569927_HOXB13_DF_2484_T.bw,GSE130408,0,SRX8406299,localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032411,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406299
hoxb13_df_2480_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856297,SRX8406300,HOXB13_DF_2480_T,GSM4569928,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,HOXB13_2480_T,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569928,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569928/suppl/GSM4569928_HOXB13_DF_2480_T.bw,GSE130408,0,SRX8406300,localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032410,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406300
hoxb13_nki_1_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856298,SRX8406301,HOXB13_NKI_1_T,GSM4569929,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_1_HOXB13_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569929,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569929/suppl/GSM4569929_HOXB13_NKI_1_T.bw,GSE130408,0,SRX8406301,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032409,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406301
hoxb13_nki_5_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856299,SRX8406302,HOXB13_NKI_5_T,GSM4569930,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_5_HOXB13_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569930,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569930/suppl/GSM4569930_HOXB13_NKI_5_T.bw,GSE130408,0,SRX8406302,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032408,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406302
hoxb13_nki_7_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856300,SRX8406303,HOXB13_NKI_7_T,GSM4569931,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_7_HOXB13_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569931,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569931/suppl/GSM4569931_HOXB13_NKI_7_T.bw,GSE130408,0,SRX8406303,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032407,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406303
hoxb13_nki_13_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856301,SRX8406304,HOXB13_NKI_13_T,GSM4569932,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_13_HOXB13_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569932,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569932/suppl/GSM4569932_HOXB13_NKI_13_T.bw,GSE130408,0,SRX8406304,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032406,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406304
hoxb13_nki_19_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856302,SRX8406305,HOXB13_NKI_19_T,GSM4569933,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_19_HOXB13_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569933,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569933/suppl/GSM4569933_HOXB13_NKI_19_T.bw,GSE130408,0,SRX8406305,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032405,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406305
hoxb13_nki_23_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856303,SRX8406306,HOXB13_NKI_23_T,GSM4569934,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_23_HOXB13_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569934,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569934/suppl/GSM4569934_HOXB13_NKI_23_T.bw,GSE130408,0,SRX8406306,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032404,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406306
hoxb13_nki_27_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856304,SRX8406307,HOXB13_NKI_27_T,GSM4569935,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_27_HOXB13_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569935,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569935/suppl/GSM4569935_HOXB13_NKI_27_T.bw,GSE130408,0,SRX8406307,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032403,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406307
hoxb13_nki_29_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856305,SRX8406308,HOXB13_NKI_29_T,GSM4569936,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_29_HOXB13_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569936,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569936/suppl/GSM4569936_HOXB13_NKI_29_T.bw,GSE130408,0,SRX8406308,Patient localized prostate tissue,HOXB13,Santa Cruz Biotechnology,sc-66923,A1909,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032402,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406308
hoxb13_uw_pdx_70,ChIP,Homo sapiens,SINGLE,SRA,SRR11856306,SRX8406309,HOXB13_UW_PDX_70,GSM4569937,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_70,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569937,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569937/suppl/GSM4569937_HOXB13_UW_PDX_70.bw,GSE130408,0,SRX8406309,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032401,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406309
hoxb13_uw_pdx_35,ChIP,Homo sapiens,SINGLE,SRA,SRR11856307,SRX8406310,HOXB13_UW_PDX_35,GSM4569938,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_35,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569938,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569938/suppl/GSM4569938_HOXB13_UW_PDX_35.bw,GSE130408,0,SRX8406310,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032400,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406310
hoxb13_uw_pdx_77,ChIP,Homo sapiens,SINGLE,SRA,SRR11856308,SRX8406311,HOXB13_UW_PDX_77,GSM4569939,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_77,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569939,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569939/suppl/GSM4569939_HOXB13_UW_PDX_77.bw,GSE130408,0,SRX8406311,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032399,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406311
hoxb13_uw_pdx_58,ChIP,Homo sapiens,SINGLE,SRA,SRR11856309,SRX8406312,HOXB13_UW_PDX_58,GSM4569940,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_58,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569940,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569940/suppl/GSM4569940_HOXB13_UW_PDX_58.bw,GSE130408,0,SRX8406312,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032443,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406312
hoxb13_uw_pdx_78,ChIP,Homo sapiens,SINGLE,SRA,SRR11856310,SRX8406313,HOXB13_UW_PDX_78,GSM4569941,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_78,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569941,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569941/suppl/GSM4569941_HOXB13_UW_PDX_78.bw,GSE130408,0,SRX8406313,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032442,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406313
hoxb13_uw_pdx_81,ChIP,Homo sapiens,SINGLE,SRA,SRR11856311,SRX8406314,HOXB13_UW_PDX_81,GSM4569942,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_81,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569942,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569942/suppl/GSM4569942_HOXB13_UW_PDX_81.bw,GSE130408,0,SRX8406314,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032441,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406314
hoxb13_uw_pdx_86-2,ChIP,Homo sapiens,SINGLE,SRA,SRR11856312,SRX8406317,HOXB13_UW_PDX_86-2,GSM4569943,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_86_2,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569943,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569943/suppl/GSM4569943_HOXB13_UW_PDX_86-2.bw,GSE130408,0,SRX8406317,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032440,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406317
hoxb13_uw_pdx_92,ChIP,Homo sapiens,SINGLE,SRA,SRR11856313,SRX8406318,HOXB13_UW_PDX_92,GSM4569944,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_92,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569944,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569944/suppl/GSM4569944_HOXB13_UW_PDX_92.bw,GSE130408,0,SRX8406318,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032439,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406318
hoxb13_uw_pdx_136,ChIP,Homo sapiens,SINGLE,SRA,SRR11856314,SRX8406319,HOXB13_UW_PDX_136,GSM4569945,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_136,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569945,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569945/suppl/GSM4569945_HOXB13_UW_PDX_136.bw,GSE130408,0,SRX8406319,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032438,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406319
hoxb13_uw_pdx_141,ChIP,Homo sapiens,SINGLE,SRA,SRR11856315,SRX8406320,HOXB13_UW_PDX_141,GSM4569946,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_141,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569946,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569946/suppl/GSM4569946_HOXB13_UW_PDX_141.bw,GSE130408,0,SRX8406320,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032437,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406320
hoxb13_uw_pdx_167,ChIP,Homo sapiens,SINGLE,SRA,SRR11856316,SRX8406321,HOXB13_UW_PDX_167,GSM4569947,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_167,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569947,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569947/suppl/GSM4569947_HOXB13_UW_PDX_167.bw,GSE130408,0,SRX8406321,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032436,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406321
hoxb13_uw_pdx_170-2,ChIP,Homo sapiens,SINGLE,SRA,SRR11856317,SRX8406322,HOXB13_UW_PDX_170-2,GSM4569948,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,HOX_PDX_170_2,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569948,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569948/suppl/GSM4569948_HOXB13_UW_PDX_170-2.bw,GSE130408,0,SRX8406322,CRPC pdx,HOXB13,Santa Cruz Biotechnology,sc-66923,E3116,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032435,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406322
