sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_treatment_protocol_ch1,sample_growth_protocol_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,cell_type,donor,gender,genome_build,supplementary_files_format_and_content,biosample,sra
b_1_r,,,,,,,B_1_r,GSM3381825,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381825,NONE,"GSE119731, GSE119734",0,SRX4665770,Peripheral Blood,Naive CD4 T cells,B,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026278,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665770
b_2_p,,,,,,,B_2_p,GSM3381826,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381826,NONE,"GSE119731, GSE119734",0,SRX4665771,Peripheral Blood,GM-CSF positive CD4 T cells,B,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026277,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665771
b_2_q,,,,,,,B_2_q,GSM3381827,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381827,NONE,"GSE119731, GSE119734",0,SRX4665772,Peripheral Blood,GM-CSF positive CD4 T cells,B,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026276,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665772
b_2_r,,,,,,,B_2_r,GSM3381828,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381828,NONE,"GSE119731, GSE119734",0,SRX4665773,Peripheral Blood,GM-CSF positive CD4 T cells,B,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026219,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665773
b_3_p,,,,,,,B_3_p,GSM3381829,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381829,NONE,"GSE119731, GSE119734",0,SRX4665774,Peripheral Blood,GM-CSF negative CD4 T cells,B,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026218,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665774
b_3_q,,,,,,,B_3_q,GSM3381830,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381830,NONE,"GSE119731, GSE119734",0,SRX4665775,Peripheral Blood,GM-CSF negative CD4 T cells,B,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026217,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665775
b_3_r,,,,,,,B_3_r,GSM3381831,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381831,NONE,"GSE119731, GSE119734",0,SRX4665776,Peripheral Blood,GM-CSF negative CD4 T cells,B,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026275,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665776
b_4_p,,,,,,,B_4_p,GSM3381832,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381832,NONE,"GSE119731, GSE119734",0,SRX4665777,Peripheral Blood,Bulk CD4 T cells,B,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026274,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665777
b_4_q,,,,,,,B_4_q,GSM3381833,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381833,NONE,"GSE119731, GSE119734",0,SRX4665778,Peripheral Blood,Bulk CD4 T cells,B,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026273,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665778
b_4_r,,,,,,,B_4_r,GSM3381834,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381834,NONE,"GSE119731, GSE119734",0,SRX4665779,Peripheral Blood,Bulk CD4 T cells,B,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026272,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665779
b_5_p,,,,,,,B_5_p,GSM3381835,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381835,NONE,"GSE119731, GSE119734",0,SRX4665780,Peripheral Blood,Memory CD4 T cells,B,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026271,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665780
b_5_q,,,,,,,B_5_q,GSM3381836,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381836,NONE,"GSE119731, GSE119734",0,SRX4665781,Peripheral Blood,Memory CD4 T cells,B,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026270,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665781
b_5_r,,,,,,,B_5_r,GSM3381837,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381837,NONE,"GSE119731, GSE119734",0,SRX4665782,Peripheral Blood,Memory CD4 T cells,B,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026269,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665782
